lender_cert,lender_name,borrower_cert,borrower_name,lending_amount,relationship_type,start_date,is_synthetic
8056,Merchants Bank of Indiana,14017,Middletown Valley Bank,56944.19262036044,interbank_loan,2024-08-16 17:04:10.455917,True
12633,The Central Trust Bank,2700,First Southern National Bank,88360.67477876587,interbank_loan,2023-03-18 17:04:10.456045,True
30387,FirstBank Puerto Rico,25738,Sovereign Bank,66259.52211620238,interbank_loan,2025-08-27 17:04:10.456171,True
30387,FirstBank Puerto Rico,35095,TowneBank,1308845.939116527,interbank_loan,2023-03-04 17:04:10.456213,True
30387,FirstBank Puerto Rico,17115,Partners Bank of New England,64158.402676318794,interbank_loan,2024-01-20 17:04:10.456255,True
30387,FirstBank Puerto Rico,1014,ChoiceOne Bank,201382.61448007298,interbank_loan,2024-04-02 17:04:10.456296,True
30387,FirstBank Puerto Rico,35157,Farm Bureau Bank FSB,60954.277162671795,interbank_loan,2024-01-03 17:04:10.456336,True
30387,FirstBank Puerto Rico,58140,"Esquire Bank, National Association",108890.82934487978,interbank_loan,2023-12-17 17:04:10.456376,True
16450,Busey Bank,57449,Medallion Bank,76041.7829505986,interbank_loan,2025-03-12 17:04:10.456506,True
16450,Busey Bank,4767,"Sunflower Bank, National Association",657799.6589313395,interbank_loan,2025-07-15 17:04:10.456547,True
16450,Busey Bank,18185,Community National Bank & Trust of Texas,110404.12346713767,interbank_loan,2024-10-09 17:04:10.456587,True
4988,Trustmark Bank,4767,"Sunflower Bank, National Association",94510.33092230049,interbank_loan,2023-07-25 17:04:10.456712,True
4988,Trustmark Bank,11492,InBank,42809.05856791514,interbank_loan,2023-11-23 17:04:10.456754,True
4988,Trustmark Bank,25258,"Intercredit Bank, National Association",16688.230504910203,interbank_loan,2023-12-28 17:04:10.456796,True
4365,First Merchants Bank,3657,First American Bank,681733.1560254248,interbank_loan,2023-03-22 17:04:10.456923,True
4365,First Merchants Bank,34836,North American Banking Company,94547.01813879098,interbank_loan,2023-02-26 17:04:10.456964,True
4365,First Merchants Bank,17470,First Bank Chicago,62763.77554270407,interbank_loan,2024-08-13 17:04:10.457004,True
26610,Bank of Hope,22396,Central National Bank,53488.53605553852,interbank_loan,2023-02-23 17:04:10.457128,True
26610,Bank of Hope,19215,Benchmark Bank,24956.758739788515,interbank_loan,2023-02-08 17:04:10.457169,True
26610,Bank of Hope,18922,Tri City National Bank,175625.52995630755,interbank_loan,2023-01-17 17:04:10.457209,True
26610,Bank of Hope,28405,First Fed Bank,100265.6444371778,interbank_loan,2023-09-19 17:04:10.457249,True
6600,First Financial Bank,1487,First Farmers and Merchants Bank,79642.87998182049,interbank_loan,2024-10-04 17:04:10.457374,True
6600,First Financial Bank,3657,First American Bank,326994.1668660757,interbank_loan,2024-09-23 17:04:10.457414,True
6600,First Financial Bank,3973,First Bank & Trust,58172.06927827673,interbank_loan,2022-12-08 17:04:10.457454,True
6600,First Financial Bank,57269,"Signature Bank, National Association",115908.34001552084,interbank_loan,2024-04-10 17:04:10.457494,True
6600,First Financial Bank,23799,Texas First Bank,203463.3278581469,interbank_loan,2025-05-25 17:04:10.457533,True
6600,First Financial Bank,8252,Omb Bank,24670.14842622402,interbank_loan,2025-06-19 17:04:10.457573,True
57311,Stifel Bank and Trust,34401,Fortis Bank,45229.832742670216,interbank_loan,2023-07-29 17:04:10.457698,True
57311,Stifel Bank and Trust,27046,Community National Bank & Trust,56213.92997171021,interbank_loan,2023-01-29 17:04:10.457739,True
57311,Stifel Bank and Trust,17478,FirsTier Bank,104093.8688255914,interbank_loan,2024-08-15 17:04:10.457778,True
57311,Stifel Bank and Trust,21573,Bank of Tennessee,57586.58275431187,interbank_loan,2023-07-13 17:04:10.457818,True
57311,Stifel Bank and Trust,17741,Maine Community Bank,249551.03181959596,interbank_loan,2025-07-05 17:04:10.457858,True
57311,Stifel Bank and Trust,597,Chemung Canal Trust Company,265912.3274588701,interbank_loan,2024-12-25 17:04:10.457897,True
16068,Apple Bank,9288,First Bank of Berne,104116.28268347289,interbank_loan,2023-04-12 17:04:10.458022,True
35095,TowneBank,8892,SULLIVAN BANK,68358.93609923079,interbank_loan,2023-05-26 17:04:10.458148,True
35095,TowneBank,27132,United Security Bank,106812.29612662325,interbank_loan,2024-03-24 17:04:10.458190,True
35095,TowneBank,35278,"Capital Bank, National Association",48242.43820216363,interbank_loan,2024-02-23 17:04:10.458231,True
57993,ServisFirst Bank,8889,Midwest Regional Bank,87300.68664387996,interbank_loan,2025-04-06 17:04:10.458355,True
57993,ServisFirst Bank,6862,Chesapeake Bank,51268.25881203284,interbank_loan,2025-09-02 17:04:10.458395,True
30012,Third Federal Savings and Loan Association of Cleveland,34781,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",103453.1695452522,interbank_loan,2023-06-24 17:04:10.458519,True
30012,Third Federal Savings and Loan Association of Cleveland,5304,"Bank First, N.A.",278780.408410101,interbank_loan,2023-10-05 17:04:10.458560,True
30012,Third Federal Savings and Loan Association of Cleveland,14017,Middletown Valley Bank,48913.29975799217,interbank_loan,2025-05-06 17:04:10.458599,True
57833,Beal Bank USA,23041,Bank of the Pacific,35988.94774467629,interbank_loan,2025-03-16 17:04:10.458722,True
57833,Beal Bank USA,10667,Mabrey Bank,149737.9318869236,interbank_loan,2023-02-25 17:04:10.458764,True
57833,Beal Bank USA,16753,Citizens State Bank,38658.40831319417,interbank_loan,2023-04-09 17:04:10.458804,True
57833,Beal Bank USA,90190,Martha's Vineyard Bank,120585.06860145384,interbank_loan,2023-03-27 17:04:10.458843,True
1768,Mechanics Bank,57095,Dogwood State Bank,123054.07733148876,interbank_loan,2025-09-09 17:04:10.458969,True
1768,Mechanics Bank,35014,nbkc Bank,104652.03763750514,interbank_loan,2023-07-12 17:04:10.459011,True
1768,Mechanics Bank,5749,Foresight Bank,98119.05209824155,interbank_loan,2024-02-19 17:04:10.459051,True
4239,First United Bank and Trust Company,34562,ENCORE BANK,321001.8047712281,interbank_loan,2024-09-24 17:04:10.459177,True
4239,First United Bank and Trust Company,13012,First Community Bank,135749.94644588736,interbank_loan,2023-09-03 17:04:10.459217,True
4239,First United Bank and Trust Company,57228,Embassy Bank for the Lehigh Valley,59561.468274298866,interbank_loan,2024-09-15 17:04:10.459257,True
4239,First United Bank and Trust Company,5903,BankPlus,612841.0377010173,interbank_loan,2022-12-18 17:04:10.459296,True
4239,First United Bank and Trust Company,58534,Solera National Bank,59246.34548654523,interbank_loan,2024-01-14 17:04:10.459336,True
28489,Banner Bank,7493,The Ephrata National Bank,83749.08306560491,interbank_loan,2024-03-03 17:04:10.459460,True
28489,Banner Bank,287,Community Financial Services Bank,107668.10020214684,interbank_loan,2023-12-09 17:04:10.459500,True
28489,Banner Bank,14851,Citizens Bank,51946.78148353351,interbank_loan,2024-01-14 17:04:10.459540,True
28489,Banner Bank,16389,Bank of Travelers Rest,52976.76907798114,interbank_loan,2024-10-07 17:04:10.459580,True
28489,Banner Bank,58483,Pegasus Bank,98328.22098584221,interbank_loan,2023-02-05 17:04:10.459621,True
6989,"Community Bank, National Association",6158,Peoples Bank,224094.75170233427,interbank_loan,2023-09-24 17:04:10.459744,True
27237,Enterprise Bank & Trust,21573,Bank of Tennessee,60704.883623373134,interbank_loan,2023-09-22 17:04:10.459870,True
27237,Enterprise Bank & Trust,57369,U. S. Century Bank,63713.72786513193,interbank_loan,2022-12-16 17:04:10.459911,True
27237,Enterprise Bank & Trust,27046,Community National Bank & Trust,37694.745193154966,interbank_loan,2023-10-31 17:04:10.459951,True
131,Seacoast National Bank,90215,Avidia Bank,273141.7370780428,interbank_loan,2024-07-16 17:04:10.460077,True
131,Seacoast National Bank,20484,Benchmark Community Bank,55867.93263064818,interbank_loan,2024-12-10 17:04:10.460118,True
131,Seacoast National Bank,34755,Virginia National Bank,77721.10033485512,interbank_loan,2022-11-14 17:04:10.460158,True
131,Seacoast National Bank,11522,Liberty National Bank,98805.09536351285,interbank_loan,2023-09-04 17:04:10.460198,True
7230,"NBT Bank, National Association",18402,Blackhawk Bank & Trust,140696.921696472,interbank_loan,2023-06-07 17:04:10.460329,True
7230,"NBT Bank, National Association",5615,Chambers Bank,133314.85995676054,interbank_loan,2024-06-23 17:04:10.460370,True
7230,"NBT Bank, National Association",21591,The Bank of Greene County,159761.92155718294,interbank_loan,2023-01-13 17:04:10.460410,True
7230,"NBT Bank, National Association",1209,"Commercial Bank of Texas, National Association",142325.91775605927,interbank_loan,2024-10-07 17:04:10.460450,True
7230,"NBT Bank, National Association",15614,West Bank,70184.66426826039,interbank_loan,2023-04-17 17:04:10.460490,True
7230,"NBT Bank, National Association",28778,Somerset Regal Bank,26323.695579883337,interbank_loan,2025-10-05 17:04:10.460529,True
7230,"NBT Bank, National Association",90235,Main Street Bank,25395.66298213257,interbank_loan,2024-01-11 17:04:10.460569,True
7230,"NBT Bank, National Association",58095,Idaho First Bank,62115.62724423399,interbank_loan,2025-01-28 17:04:10.460608,True
7230,"NBT Bank, National Association",23537,Bankers' Bank,135344.10172736313,interbank_loan,2023-06-06 17:04:10.460649,True
7230,"NBT Bank, National Association",57369,U. S. Century Bank,152566.78463518937,interbank_loan,2024-11-12 17:04:10.460688,True
21716,Citizens Business Bank,34211,Platte Valley Bank,74833.92881182456,interbank_loan,2023-04-08 17:04:10.460816,True
21716,Citizens Business Bank,34699,Metropolitan Commercial Bank,689728.1193086049,interbank_loan,2024-12-02 17:04:10.460857,True
21716,Citizens Business Bank,31840,Financial Federal Bank,40507.23859313787,interbank_loan,2025-07-23 17:04:10.460897,True
21716,Citizens Business Bank,7658,First National Bank and Trust Company of Newtown,13321.2796079554,interbank_loan,2023-03-15 17:04:10.460937,True
21716,Citizens Business Bank,9100,Pilot Grove Savings Bank,25906.720849659356,interbank_loan,2025-09-05 17:04:10.460977,True
25178,"Bank of America California, National Association",19772,IncredibleBank,38568.78625312922,interbank_loan,2023-05-23 17:04:10.461103,True
34967,Popular Bank,34805,Mission Bank,32477.9227932769,interbank_loan,2023-11-18 17:04:10.461227,True
34967,Popular Bank,34254,"Planters Bank, Inc.",83443.16123373636,interbank_loan,2024-01-24 17:04:10.461264,True
34967,Popular Bank,58316,"Investar Bank, National Association",258213.67175462146,interbank_loan,2024-07-09 17:04:10.461300,True
34967,Popular Bank,58433,"Waterford Bank, N.A.",148360.67865340482,interbank_loan,2023-04-27 17:04:10.461335,True
33681,Bank of Baroda,16501,"First Bankers Trust Company, National Association",109044.6339322518,interbank_loan,2025-04-07 17:04:10.461448,True
33681,Bank of Baroda,32779,Bank of Marin,125711.1232416006,interbank_loan,2024-05-11 17:04:10.461486,True
33681,Bank of Baroda,8851,Park State Bank,111826.29545669157,interbank_loan,2025-04-30 17:04:10.461522,True
33681,Bank of Baroda,34788,American Business Bank,329069.4786758094,interbank_loan,2025-09-11 17:04:10.461558,True
28178,Northwest Bank,22396,Central National Bank,38769.330166164036,interbank_loan,2024-10-29 17:04:10.461669,True
3066,First Financial Bank,17077,First US Bank,91284.81606978203,interbank_loan,2024-09-16 17:04:10.461780,True
3066,First Financial Bank,35518,The Federal Savings Bank,91259.4222000824,interbank_loan,2024-10-18 17:04:10.461817,True
3066,First Financial Bank,57497,Pathfinder Bank,116780.84782541257,interbank_loan,2024-09-09 17:04:10.461853,True
3066,First Financial Bank,58689,South Atlantic Bank,58358.4171907215,interbank_loan,2024-04-13 17:04:10.461889,True
6976,Dime Community Bank,34120,Bank of Ann Arbor,193834.00106562255,interbank_loan,2025-09-02 17:04:10.462002,True
6976,Dime Community Bank,21868,"Bessemer Trust Company, National Association",344988.7841515291,interbank_loan,2025-05-07 17:04:10.462039,True
6976,Dime Community Bank,26523,Bankhometown,95653.10387913429,interbank_loan,2025-04-09 17:04:10.462075,True
6976,Dime Community Bank,686,Journey Bank,28671.764150441555,interbank_loan,2025-09-01 17:04:10.462111,True
6976,Dime Community Bank,8660,Commercial Bank & Trust Co.,101138.82973715603,interbank_loan,2024-04-27 17:04:10.462146,True
6976,Dime Community Bank,253,Luana Savings Bank,55780.64273823248,interbank_loan,2023-03-01 17:04:10.462182,True
29209,NexBank,58564,Flushing Bank,469735.750931206,interbank_loan,2023-04-06 17:04:10.462300,True
29209,NexBank,17509,First State Bank of the Florida Keys,44011.924984202895,interbank_loan,2023-10-21 17:04:10.462345,True
29209,NexBank,3890,Simmons Bank,1000415.5549602649,interbank_loan,2025-09-06 17:04:10.462388,True
19581,Bell Bank,57953,Legacy National Bank,49688.182113959294,interbank_loan,2025-05-06 17:04:10.462519,True
19581,Bell Bank,14140,Northfield Savings Bank,126116.42619190774,interbank_loan,2023-03-02 17:04:10.462561,True
19581,Bell Bank,1117,American Bank & Trust,66212.47632953708,interbank_loan,2023-04-27 17:04:10.462604,True
19581,Bell Bank,57265,Citizens Community Federal National Association,132994.6634535513,interbank_loan,2024-03-19 17:04:10.462641,True
19581,Bell Bank,8235,Planters Bank & Trust Company,87953.55016318215,interbank_loan,2023-12-30 17:04:10.462676,True
57919,ConnectOne Bank,90190,Martha's Vineyard Bank,29806.67898834239,interbank_loan,2023-04-06 17:04:10.462789,True
57919,ConnectOne Bank,90169,Bluestone Bank,136600.8522343724,interbank_loan,2023-07-16 17:04:10.462825,True
58665,Live Oak Banking Company,58626,GBank,68852.44249512,interbank_loan,2025-03-20 17:04:10.462937,True
19977,Israel Discount Bank of New York,58018,St. Louis Bank,61845.58331706862,interbank_loan,2023-05-19 17:04:10.463048,True
19977,Israel Discount Bank of New York,30182,Opportunity Bank of Montana,33261.12664160505,interbank_loan,2024-05-24 17:04:10.463086,True
19977,Israel Discount Bank of New York,90188,Bankesb,144693.3888229793,interbank_loan,2024-03-05 17:04:10.463122,True
19977,Israel Discount Bank of New York,1487,First Farmers and Merchants Bank,22912.89602231251,interbank_loan,2023-10-11 17:04:10.463158,True
19977,Israel Discount Bank of New York,27132,United Security Bank,58707.12530372312,interbank_loan,2025-09-14 17:04:10.463194,True
8663,FirstBank,25886,Rio Bank,113341.65124351684,interbank_loan,2025-05-17 17:04:10.463308,True
28359,"OceanFirst Bank, National Association",18569,Peoples State Bank,106968.86526188653,interbank_loan,2025-04-14 17:04:10.463420,True
28359,"OceanFirst Bank, National Association",6271,Community National Bank,22570.18634113162,interbank_loan,2023-06-13 17:04:10.463457,True
28359,"OceanFirst Bank, National Association",34998,First IC Bank,18740.91267858512,interbank_loan,2025-08-09 17:04:10.463493,True
28359,"OceanFirst Bank, National Association",11035,Peapack Private Bank & Trust,129697.91877733723,interbank_loan,2024-03-08 17:04:10.463531,True
28359,"OceanFirst Bank, National Association",19123,First Western Bank & Trust,219762.24458979417,interbank_loan,2023-08-03 17:04:10.463568,True
57570,Comenity Capital Bank,58095,Idaho First Bank,70545.10359376467,interbank_loan,2023-09-25 17:04:10.463679,True
57570,Comenity Capital Bank,23622,Bristol County Savings Bank,121811.18726692413,interbank_loan,2023-04-24 17:04:10.463716,True
57570,Comenity Capital Bank,16553,Elkhorn Valley Bank & Trust,47006.15615840939,interbank_loan,2023-08-01 17:04:10.463753,True
15019,First Bank,1213,"Cornerstone Capital Bank, SSB",44551.54737651541,interbank_loan,2025-02-08 17:04:10.463867,True
15019,First Bank,23041,Bank of the Pacific,81990.75300940877,interbank_loan,2023-01-30 17:04:10.463904,True
15019,First Bank,8851,Park State Bank,27158.087850290307,interbank_loan,2024-11-14 17:04:10.463939,True
17491,PlainsCapital Bank,90303,South Shore Bank,51537.261282097585,interbank_loan,2025-08-26 17:04:10.464053,True
17491,PlainsCapital Bank,9288,First Bank of Berne,93796.53975236871,interbank_loan,2024-06-17 17:04:10.464089,True
17491,PlainsCapital Bank,7542,Ameriserv Financial Bank,46332.57404333432,interbank_loan,2022-11-09 17:04:10.464127,True
17491,PlainsCapital Bank,17751,Androscoggin Savings Bank,27144.068304710432,interbank_loan,2023-03-18 17:04:10.464163,True
17491,PlainsCapital Bank,34755,Virginia National Bank,52704.00709719595,interbank_loan,2025-07-03 17:04:10.464199,True
17491,PlainsCapital Bank,57176,Commerce West Bank,18270.667299123055,interbank_loan,2023-05-21 17:04:10.464236,True
35141,BMW Bank of North America,28845,First Federal Savings Bank of Twin Falls,38798.528228434545,interbank_loan,2023-05-08 17:04:10.464353,True
7468,First Commonwealth Bank,27943,Brentwood Bank,79645.96798690809,interbank_loan,2024-07-30 17:04:10.464463,True
31469,Oriental Bank,15545,Frontier Bank,139637.6061313708,interbank_loan,2023-05-14 17:04:10.464574,True
31469,Oriental Bank,2232,Pinnacle Bank - Wyoming,21909.985465379705,interbank_loan,2023-05-12 17:04:10.464612,True
31469,Oriental Bank,22334,One Community Bank,215692.38595343233,interbank_loan,2025-02-26 17:04:10.464649,True
31469,Oriental Bank,12855,Farmers State Bank,34520.2291054432,interbank_loan,2025-09-16 17:04:10.464687,True
31469,Oriental Bank,34998,First IC Bank,38406.74870294739,interbank_loan,2024-12-25 17:04:10.464723,True
31469,Oriental Bank,35157,Farm Bureau Bank FSB,67112.3481442781,interbank_loan,2025-07-01 17:04:10.464760,True
32245,"Dollar Bank, Federal Savings Bank",11578,Burke & Herbert Bank & Trust Company,310369.592116688,interbank_loan,2024-03-24 17:04:10.464875,True
32245,"Dollar Bank, Federal Savings Bank",14158,Union Bank,97858.49333824795,interbank_loan,2024-02-24 17:04:10.464914,True
32245,"Dollar Bank, Federal Savings Bank",9325,Jonesboro State Bank,95593.35511916096,interbank_loan,2024-09-01 17:04:10.464950,True
32245,"Dollar Bank, Federal Savings Bank",27132,United Security Bank,87155.2924234971,interbank_loan,2023-04-11 17:04:10.464987,True
27476,BancFirst,16389,Bank of Travelers Rest,146302.05558797947,interbank_loan,2024-01-06 17:04:10.465102,True
27476,BancFirst,6821,The National Bank of Blacksburg,27960.146850286073,interbank_loan,2023-01-03 17:04:10.465141,True
27476,BancFirst,21292,PeoplesSouth Bank,52440.58411118995,interbank_loan,2024-02-06 17:04:10.465178,True
57542,Toyota Financial Savings Bank,33111,Colorado Federal Savings Bank,36345.77070975241,interbank_loan,2025-04-19 17:04:10.465292,True
57542,Toyota Financial Savings Bank,8668,Farmers & Merchants Bank,31002.667905607403,interbank_loan,2022-11-28 17:04:10.465330,True
58647,First Foundation Bank,4506,"The Security National Bank of Sioux City, Iowa",96648.35752132047,interbank_loan,2022-11-11 17:04:10.465444,True
58647,First Foundation Bank,29708,"North American Savings Bank, F.S.B.",56540.71804293344,interbank_loan,2024-06-20 17:04:10.465482,True
58647,First Foundation Bank,20845,Wallis Bank,70658.57130119475,interbank_loan,2024-09-02 17:04:10.465519,True
58647,First Foundation Bank,28513,"WaterStone Bank, SSB",196335.61026320083,interbank_loan,2025-03-12 17:04:10.465555,True
58647,First Foundation Bank,15324,Security Bank & Trust Company,39241.08885747981,interbank_loan,2024-11-28 17:04:10.465592,True
58647,First Foundation Bank,5962,Sutton Bank,32223.144547099357,interbank_loan,2025-02-12 17:04:10.465628,True
57358,Stifel Bank,8660,Commercial Bank & Trust Co.,108260.1459335119,interbank_loan,2022-12-04 17:04:10.465740,True
57358,Stifel Bank,9204,Central Bank,154424.74055590355,interbank_loan,2024-11-29 17:04:10.465776,True
1225,Farmers and Merchants Bank of Long Beach,6636,THE VINTON COUNTY NATIONAL BANK,40817.58746518234,interbank_loan,2022-12-01 17:04:10.465888,True
1225,Farmers and Merchants Bank of Long Beach,29922,Riverview Bank,146726.62229940252,interbank_loan,2023-06-16 17:04:10.465924,True
1225,Farmers and Merchants Bank of Long Beach,58486,FineMark National Bank & Trust,323971.54069191066,interbank_loan,2025-04-10 17:04:10.465961,True
1225,Farmers and Merchants Bank of Long Beach,18266,Northern Bank & Trust Company,214053.9590987923,interbank_loan,2023-09-01 17:04:10.465997,True
26876,Safra National Bank of New York,26395,MutualOne Bank,36977.14057762213,interbank_loan,2025-05-13 17:04:10.466110,True
26876,Safra National Bank of New York,18229,Northwest Community Bank,53998.75973900443,interbank_loan,2024-11-16 17:04:10.466147,True
26876,Safra National Bank of New York,16753,Citizens State Bank,78534.68389502016,interbank_loan,2023-12-11 17:04:10.466183,True
26876,Safra National Bank of New York,16216,The Farmers & Merchants Bank,100567.9572171251,interbank_loan,2024-10-14 17:04:10.466220,True
28834,Columbia Bank,21573,Bank of Tennessee,130984.61184881705,interbank_loan,2024-02-14 17:04:10.466335,True
28834,Columbia Bank,14382,Fidelity Bank & Trust,65832.49025432703,interbank_loan,2025-05-21 17:04:10.466372,True
28834,Columbia Bank,30401,Penn Community Bank,91893.93645358348,interbank_loan,2025-09-01 17:04:10.466449,True
1281,Washington Trust Bank,1213,"Cornerstone Capital Bank, SSB",130269.63145785291,interbank_loan,2024-08-05 17:04:10.466571,True
1281,Washington Trust Bank,3787,Dieterich Bank,52075.121159883936,interbank_loan,2024-04-27 17:04:10.466609,True
1281,Washington Trust Bank,90206,Greenfield Savings Bank,47411.18174170143,interbank_loan,2023-08-17 17:04:10.466647,True
1281,Washington Trust Bank,1060,Wood & Huston Bank,116603.88976273144,interbank_loan,2023-11-28 17:04:10.466684,True
32551,"LendingClub Bank, National Association",5694,PrimeSouth Bank,108096.04318637656,interbank_loan,2025-02-18 17:04:10.466800,True
32551,"LendingClub Bank, National Association",28405,First Fed Bank,85771.09608215641,interbank_loan,2025-02-03 17:04:10.466837,True
32551,"LendingClub Bank, National Association",59177,"Square Financial Services, Inc.",84655.32438281862,interbank_loan,2024-07-10 17:04:10.466873,True
32551,"LendingClub Bank, National Association",29147,NorthEast Community Bank,120031.50296669017,interbank_loan,2023-07-19 17:04:10.466910,True
32551,"LendingClub Bank, National Association",33823,Capital Community Bank,105944.77249798815,interbank_loan,2023-05-19 17:04:10.466946,True
34742,EagleBank,16753,Citizens State Bank,98411.38952196506,interbank_loan,2022-12-11 17:04:10.467059,True
58629,Stellar Bank,57038,Nicolet National Bank,800702.9056584857,interbank_loan,2025-06-22 17:04:10.467171,True
22953,"Amerant Bank, National Association",34836,North American Banking Company,92623.89452696072,interbank_loan,2023-12-22 17:04:10.467303,True
22953,"Amerant Bank, National Association",7658,First National Bank and Trust Company of Newtown,95867.78199494719,interbank_loan,2024-01-21 17:04:10.467341,True
22953,"Amerant Bank, National Association",1617,The Bank of Missouri,192337.1569716649,interbank_loan,2025-02-05 17:04:10.467379,True
22953,"Amerant Bank, National Association",58479,Bank of Central Florida,16283.392156678217,interbank_loan,2024-09-14 17:04:10.467415,True
22953,"Amerant Bank, National Association",14650,Hills Bank and Trust Company,328296.65498464194,interbank_loan,2023-05-13 17:04:10.467454,True
22953,"Amerant Bank, National Association",58741,Fieldpoint Private Bank & Trust,14439.701611207716,interbank_loan,2023-08-11 17:04:10.467490,True
22953,"Amerant Bank, National Association",19215,Benchmark Bank,71704.52131694069,interbank_loan,2024-07-27 17:04:10.467527,True
22953,"Amerant Bank, National Association",21265,Bradesco Bank,415452.9467253947,interbank_loan,2024-05-15 17:04:10.467564,True
22953,"Amerant Bank, National Association",9123,Western State Bank,201052.23142569017,interbank_loan,2024-10-01 17:04:10.467600,True
22953,"Amerant Bank, National Association",1711,Wellworth Bank,58850.86004810371,interbank_loan,2025-04-04 17:04:10.467638,True
59052,NBH Bank,16418,BankSouth,128347.1482391893,interbank_loan,2024-04-17 17:04:10.467752,True
59052,NBH Bank,8141,Sabine State Bank and Trust Company,127206.63825605816,interbank_loan,2025-04-01 17:04:10.467789,True
59052,NBH Bank,14158,Union Bank,113884.98025379899,interbank_loan,2024-05-12 17:04:10.467825,True
59052,NBH Bank,26299,Pacific National Bank,132310.07929885498,interbank_loan,2024-12-13 17:04:10.467861,True
21943,Tri Counties Bank,4091,"Stride Bank, National Association",66902.92112993226,interbank_loan,2025-04-19 17:04:10.467973,True
6653,The Park National Bank,8235,Planters Bank & Trust Company,54736.46207086742,interbank_loan,2025-01-31 17:04:10.468084,True
6653,The Park National Bank,5544,The City National Bank of Sulphur Springs,18674.92609034248,interbank_loan,2024-05-20 17:04:10.468121,True
12854,Centier Bank,11670,Central Bank Illinois,105257.31839860659,interbank_loan,2024-06-10 17:04:10.468233,True
12854,Centier Bank,57706,Summit Bank,37305.506000703244,interbank_loan,2024-05-02 17:04:10.468271,True
12854,Centier Bank,58264,Signature Bank,42733.67474880122,interbank_loan,2025-08-17 17:04:10.468307,True
14531,Amarillo National Bank,27998,Guardian Savings Bank,34722.00317127691,interbank_loan,2025-10-02 17:04:10.468419,True
11124,S&T Bank,24823,International Finance Bank,78634.338264222,interbank_loan,2023-12-19 17:04:10.468531,True
11124,S&T Bank,14969,Kish Bank,136689.96982300462,interbank_loan,2023-07-15 17:04:10.468569,True
11124,S&T Bank,1373,BOM Bank,130016.5996653968,interbank_loan,2025-05-02 17:04:10.468606,True
19629,International Bank of Commerce,5744,"State Bank of the Lakes, National Association",168247.46425108885,interbank_loan,2023-02-03 17:04:10.468720,True
19629,International Bank of Commerce,27872,Pioneer Bank,71270.57094054409,interbank_loan,2024-10-21 17:04:10.468758,True
19629,International Bank of Commerce,29922,Riverview Bank,145127.60841895704,interbank_loan,2024-02-13 17:04:10.468794,True
19629,International Bank of Commerce,12484,First Oklahoma Bank,31670.692319028694,interbank_loan,2024-09-17 17:04:10.468832,True
19629,International Bank of Commerce,8405,Farmers and Merchants Trust Company of Chambersburg,59188.814539390594,interbank_loan,2023-12-16 17:04:10.468869,True
19629,International Bank of Commerce,57607,First Western Trust Bank,287506.0430853252,interbank_loan,2024-02-27 17:04:10.468907,True
27981,Capitol Federal Savings Bank,18229,Northwest Community Bank,34748.301263770234,interbank_loan,2025-09-05 17:04:10.469020,True
27981,Capitol Federal Savings Bank,3108,"Legend Bank, N.A.",38092.95238271169,interbank_loan,2024-04-14 17:04:10.469057,True
27981,Capitol Federal Savings Bank,17960,Merrimack County Savings Bank,74833.52405263434,interbank_loan,2024-05-15 17:04:10.469093,True
27981,Capitol Federal Savings Bank,19608,The Park Bank,36159.62972035434,interbank_loan,2023-11-30 17:04:10.469130,True
20624,Byline Bank,17842,Texas Bank and Trust Company,350590.18777103745,interbank_loan,2024-08-22 17:04:10.469246,True
20624,Byline Bank,90206,Greenfield Savings Bank,132154.84051364177,interbank_loan,2023-09-12 17:04:10.469283,True
20624,Byline Bank,31223,First Harrison Bank,104818.47268900985,interbank_loan,2025-09-09 17:04:10.469320,True
59108,Charles Schwab Trust Bank,12013,Union County Savings Bank,91592.61722843269,interbank_loan,2025-03-06 17:04:10.469435,True
59108,Charles Schwab Trust Bank,58783,Oakworth Capital Bank,32358.57477597782,interbank_loan,2025-06-16 17:04:10.469473,True
33686,Bank Hapoalim B.M.,18185,Community National Bank & Trust of Texas,127784.32256311728,interbank_loan,2024-11-22 17:04:10.469586,True
33686,Bank Hapoalim B.M.,57348,SouthEast Bank,55010.34875691463,interbank_loan,2024-06-16 17:04:10.469624,True
33686,Bank Hapoalim B.M.,4062,"The First National Bank and Trust Co., Chickasha, Oklahoma",82222.23569124869,interbank_loan,2025-01-19 17:04:10.469662,True
33686,Bank Hapoalim B.M.,19008,Parkway Bank and Trust Company,87259.5387001843,interbank_loan,2024-08-31 17:04:10.469699,True
12614,Origin Bank,19506,Bank of Springfield,100568.7181847237,interbank_loan,2022-11-16 17:04:10.469810,True
12614,Origin Bank,20727,"Dallas Capital Bank, National Association",63492.23131724522,interbank_loan,2024-01-09 17:04:10.469847,True
12614,Origin Bank,5285,The First National Bank and Trust Company,140633.28682596475,interbank_loan,2023-09-05 17:04:10.469884,True
12614,Origin Bank,18408,Bangor Savings Bank,519349.2644949205,interbank_loan,2023-11-05 17:04:10.469921,True
12614,Origin Bank,5744,"State Bank of the Lakes, National Association",33201.25656414172,interbank_loan,2023-09-28 17:04:10.469957,True
12614,Origin Bank,34352,"City First Bank, National Association",99220.68393620178,interbank_loan,2023-12-03 17:04:10.469993,True
