ZIP,ROA,DEPDOM,DATEUPDT,ROE,STNAME,ASSET,OFFICES,NETINC,DEP,NAME,CITY,CERT,STALP,ID,COLLECTION_DATE
70508,1.3731134509343756,2913723.0,08/31/2022,10.73,Louisiana,3481524.0,43.0,23782.0,2913723.0,"Home Bank, National Association",Lafayette,28094,LA,28094,2025-11-07 16:16:27.388590
58601,1.1930132268984692,2972753.0,10/17/2025,12.96,North Dakota,3390730.0,34.0,20433.0,2972753.0,Bravera Bank,Dickinson,22559,ND,22559,2025-11-07 16:16:27.388590
07002,-0.17779213863192703,2662512.0,08/31/2022,-1.72,New Jersey,3378688.0,27.0,-3096.0,2662512.0,BCB Community Bank,Bayonne,35541,NJ,35541,2025-11-07 16:16:27.388590
27804,0.7050647336858035,2945914.0,08/31/2022,5.69,North Carolina,3378480.0,9.0,11322.0,2945914.0,First Carolina Bank,Rocky Mount,35530,NC,35530,2025-11-07 16:16:27.388590
43502,0.9314100299541322,2713985.0,10/20/2022,8.54,Ohio,3336814.0,40.0,15639.0,2713985.0,The Farmers & Merchants State Bank,Archbold,5969,OH,5969,2025-11-07 16:16:27.388590
20850,1.4641187263606472,2954775.0,10/22/2024,15.62,Maryland,3327352.0,8.0,23802.0,2954775.0,"Capital Bank, National Association",Rockville,35278,MD,35278,2025-11-07 16:16:27.388590
37934,0.6923832626592774,2994785.0,08/31/2022,8.22,Tennessee,3319365.0,15.0,11065.0,2994785.0,SouthEast Bank,Farragut,57348,TN,57348,2025-11-07 16:16:27.388590
84321,1.6993087412674326,2925644.0,08/31/2022,15.64,Utah,3315463.0,24.0,28142.0,2925644.0,Cache Valley Bank,Logan,22134,UT,22134,2025-11-07 16:16:27.388590
46919,1.4621568923571517,2863096.0,08/31/2022,16.32,Indiana,3314782.0,38.0,23914.0,2863096.0,First Farmers Bank & Trust Co.,Converse,12839,IN,12839,2025-11-07 16:16:27.388590
60174,1.4145093130836204,2859268.0,08/31/2022,14.05,Illinois,3314514.0,10.0,21544.0,2859268.0,"St. Charles Bank & Trust Company, National Association",Saint Charles,27052,IL,27052,2025-11-07 16:16:27.388590
90010,1.085385525156398,2832386.0,12/05/2023,9.58,California,3304544.0,19.0,17276.0,2832386.0,PCB Bank,Los Angeles,57463,CA,57463,2025-11-07 16:16:27.388590
08736,0.8033728653591038,2829066.0,08/31/2022,8.99,New Jersey,3296347.0,15.0,13012.0,2829066.0,Manasquan Bank,Manasquan,30470,NJ,30470,2025-11-07 16:16:27.388590
48104,1.7286687988822071,2659681.0,08/31/2022,12.71,Michigan,3289248.0,17.0,28002.0,2659681.0,Bank of Ann Arbor,Ann Arbor,34120,MI,34120,2025-11-07 16:16:27.388590
95401,0.7713476683838877,2871214.0,08/31/2022,8.45,California,3270956.0,21.0,12656.0,2871214.0,Exchange Bank,Santa Rosa,8468,CA,8468,2025-11-07 16:16:27.388590
67202,0.9370340301184473,2679535.0,08/31/2022,9.75,Kansas,3261454.0,17.0,15060.0,2679535.0,"Fidelity Bank, National Association",Wichita,30895,KS,30895,2025-11-07 16:16:27.388590
72501,1.160141644026919,2619671.0,08/31/2022,15.43,Arkansas,3250357.0,35.0,18005.0,2619671.0,First Community Bank,Batesville,34533,AR,34533,2025-11-07 16:16:27.388590
17325,0.7746349328298048,2548080.0,02/25/2025,6.67,Pennsylvania,3242501.0,33.0,11454.0,2548080.0,ACNB Bank,Gettysburg,7506,PA,7506,2025-11-07 16:16:27.388590
79901,1.8884833323415304,2881479.0,08/31/2022,18.61,Texas,3240443.0,14.0,30201.0,2881479.0,WestStar Bank,El Paso,32941,TX,32941,2025-11-07 16:16:27.388590
99503,1.7056460308459063,2812725.0,08/31/2022,19.49,Alaska,3232079.0,20.0,26694.0,2812725.0,Northrim Bank,Anchorage,33216,AK,33216,2025-11-07 16:16:27.388590
06840,1.172583032376765,2772537.0,11/18/2024,11.38,Connecticut,3230601.0,9.0,18903.0,2772537.0,Bankwell Bank,New Canaan,57368,CT,57368,2025-11-07 16:16:27.388590
01801,1.795256627666468,2669442.0,11/18/2024,12.32,Massachusetts,3224447.0,14.0,28670.0,2669442.0,Northern Bank & Trust Company,Woburn,18266,MA,18266,2025-11-07 16:16:27.388590
78577,2.502748077289713,2864438.0,08/31/2022,24.56,Texas,3213270.0,36.0,39776.0,2864438.0,Lone Star National Bank,Pharr,24347,TX,24347,2025-11-07 16:16:27.388590
62959,0.8718597948877341,2926107.0,08/31/2022,14.53,Illinois,3210106.0,43.0,13801.0,2926107.0,Banterra Bank,Marion,17514,IL,17514,2025-11-07 16:16:27.388590
60004,1.9444203112539984,2639614.0,08/31/2022,19.09,Illinois,3193083.0,8.0,30475.0,2639614.0,"Village Bank and Trust, National Association",Arlington Heights,34011,IL,34011,2025-11-07 16:16:27.388590
26554,0.9072447777532734,2809860.0,05/14/2025,8.63,West Virginia,3180576.0,7.0,13973.0,2809860.0,"MVB Bank, Inc",Fairmont,34603,WV,34603,2025-11-07 16:16:27.388590
98043,1.0822619157541746,2567022.0,07/28/2023,9.8,Washington,3175832.0,29.0,16722.0,2567022.0,1st Security Bank of Washington,Mountlake Terrace,57633,WA,57633,2025-11-07 16:16:27.388590
71301,1.3376471925533302,2817939.0,08/31/2022,13.17,Louisiana,3166822.0,29.0,21182.0,2817939.0,Red River Bank,Alexandria,34980,LA,34980,2025-11-07 16:16:27.388590
24605,1.5545315291436035,2658726.0,06/12/2023,10.75,Virginia,3164292.0,60.0,24818.0,2658726.0,First Community Bank,Bluefield,13012,VA,13012,2025-11-07 16:16:27.388590
04543,1.001475213509658,2706351.0,11/18/2024,13.67,Maine,3164056.0,18.0,15752.0,2706351.0,First National Bank,Damariscotta,4256,ME,4256,2025-11-07 16:16:27.388590
06810,0.670357696056877,2395241.0,11/18/2024,7.44,Connecticut,3157659.0,26.0,10461.0,2395241.0,Union Savings Bank,Danbury,18190,CT,18190,2025-11-07 16:16:27.388590
76036,1.6810707447169602,2589853.0,08/31/2022,15.5,Texas,3150374.0,2.0,30583.0,2589853.0,Texas Exchange Bank,Crowley,20099,TX,20099,2025-11-07 16:16:27.388590
10462,0.8728841151289208,2065934.0,08/31/2022,5.66,New York,3143813.0,14.0,13454.0,2065934.0,Ponce Bank,Bronx,31189,NY,31189,2025-11-07 16:16:27.388590
60451,1.3153565432219467,2773815.0,08/31/2022,15.54,Illinois,3134318.0,15.0,19822.0,2773815.0,"Old Plank Trail Community Bank, National Association",New Lenox,58314,IL,58314,2025-11-07 16:16:27.388590
75766,1.7125605439957219,2654024.0,02/28/2025,12.1,Texas,3127230.0,38.0,26173.0,2654024.0,"Austin Bank, Texas National Association",Jacksonville,3276,TX,3276,2025-11-07 16:16:27.388590
57104,1.648723101467287,2554622.0,07/15/2024,12.15,South Dakota,3126403.0,14.0,26351.0,2554622.0,First PREMIER Bank,Sioux Falls,6085,SD,6085,2025-11-07 16:16:27.388590
33131,1.6409732289837415,2783936.0,08/31/2022,15.88,Florida,3123278.0,4.0,24587.0,2783936.0,Banco do Brasil Americas,Miami,26725,FL,26725,2025-11-07 16:16:27.388590
53562,0.8516168135251954,2558717.0,04/22/2025,8.39,Wisconsin,3108661.0,19.0,13264.0,2558717.0,Lake Ridge Bank,Middleton,15091,WI,15091,2025-11-07 16:16:27.388590
63775,2.550201039367651,2526658.0,08/31/2022,24.55,Missouri,3105528.0,29.0,39032.0,2526658.0,The Bank of Missouri,Perryville,1617,MO,1617,2025-11-07 16:16:27.388590
31750,1.0149796450733173,2591361.0,08/31/2022,10.22,Georgia,3102490.0,30.0,15836.0,2591361.0,Colony Bank,Fitzgerald,22257,GA,22257,2025-11-07 16:16:27.388590
57078,1.2620096089127282,2736980.0,07/15/2024,13.5,South Dakota,3059914.0,17.0,18878.0,2736980.0,First Dakota National Bank,Yankton,4028,SD,4028,2025-11-07 16:16:27.388590
12414,1.2307146877532653,2670991.0,08/31/2022,14.39,New York,3040583.0,19.0,18491.0,2670991.0,The Bank of Greene County,Catskill,21591,NY,21591,2025-11-07 16:16:27.388590
80202,0.5372698570765766,2536502.0,08/31/2022,5.51,Colorado,3021751.0,15.0,7913.0,2536502.0,First Western Trust Bank,Denver,57607,CO,57607,2025-11-07 16:16:27.388590
46802,0.8643779920067984,2643111.0,02/23/2024,10.11,Indiana,3019389.0,37.0,12901.0,2643111.0,STAR Financial Bank,Fort Wayne,27235,IN,27235,2025-11-07 16:16:27.388590
33606,1.1718616084073503,2725386.0,08/31/2022,14.11,Florida,3006206.0,13.0,17604.0,2725386.0,The Bank of Tampa,Tampa,21031,FL,21031,2025-11-07 16:16:27.388590
75234,1.416725833268423,2438493.0,08/31/2022,10.74,Texas,2997611.0,5.0,21068.0,2438493.0,TIB National Association,Farmers Branch,23647,TX,23647,2025-11-07 16:16:27.388590
18902,0.28228349882002374,2410808.0,08/31/2022,2.77,Pennsylvania,2996552.0,22.0,4153.0,2410808.0,Penn Community Bank,Doylestown,30401,PA,30401,2025-11-07 16:16:27.388590
64106,0.6296937370937221,2455015.0,12/11/2024,4.48,Missouri,2996131.0,80.0,9298.0,2455015.0,"Academy Bank, National Association",Kansas City,19600,MO,19600,2025-11-07 16:16:27.388590
02780,0.5398582847073834,2505457.0,11/18/2024,3.71,Massachusetts,2992239.0,17.0,8121.0,2505457.0,Bristol County Savings Bank,Taunton,23622,MA,23622,2025-11-07 16:16:27.388590
71753,1.3599103636221508,2710188.0,08/31/2022,16.97,Arkansas,2984470.0,38.0,20180.0,2710188.0,Farmers Bank & Trust Company,Magnolia,1291,AR,1291,2025-11-07 16:16:27.388590
60048,1.701606174445733,2523714.0,08/31/2022,19.19,Illinois,2983283.0,8.0,24211.0,2523714.0,"Libertyville Bank & Trust Company, National Association",Libertyville,34073,IL,34073,2025-11-07 16:16:27.388590
65807,1.0355903884223896,2651859.0,05/28/2025,10.29,Missouri,2976580.0,28.0,14990.0,2651859.0,Oakstar Bank,Springfield,58115,MO,58115,2025-11-07 16:16:27.388590
63125,1.131683202624193,2486440.0,08/31/2022,10.01,Missouri,2974164.0,18.0,16330.0,2486440.0,Midwest BankCentre,Lemay,1058,MO,1058,2025-11-07 16:16:27.388590
02777,0.37262908221870555,2452977.0,11/18/2024,4.33,Massachusetts,2971760.0,25.0,5497.0,2452977.0,BayCoast Bank,Swansea,90196,MA,90196,2025-11-07 16:16:27.388590
02842,0.5415905556823588,2320008.0,11/18/2024,5.55,Rhode Island,2964998.0,20.0,7775.0,2320008.0,BankNewport,Middletown,18129,RI,18129,2025-11-07 16:16:27.388590
16933,1.1772446938113281,2298146.0,07/10/2023,10.6,Pennsylvania,2962570.0,44.0,17650.0,2298146.0,First Citizens Community Bank,Mansfield,7593,PA,7593,2025-11-07 16:16:27.388590
01960,1.2297599886264972,2400918.0,11/05/2025,8.4,Massachusetts,2962088.0,30.0,18165.0,2400918.0,"North Shore Bank, a Co-operative Bank",Peabody,26484,MA,26484,2025-11-07 16:16:27.388590
80206,0.6531052437862648,2523601.0,08/31/2022,12.55,Colorado,2955227.0,33.0,9653.0,2523601.0,ANB Bank,Denver,19220,CO,19220,2025-11-07 16:16:27.388590
01749,-0.5185880223174457,2450966.0,11/18/2024,-6.76,Massachusetts,2954287.0,10.0,-7196.0,2450966.0,Avidia Bank,Hudson,90215,MA,90215,2025-11-07 16:16:27.388590
51301,0.8497689615052971,2485932.0,07/15/2024,9.27,Iowa,2953140.0,23.0,12414.0,2485932.0,Northwest Bank,Spencer,32647,IA,32647,2025-11-07 16:16:27.388590
44107,-0.12471109436842572,2112888.0,08/31/2022,-1.67,Ohio,2940167.0,20.0,-1855.0,2112888.0,First Federal Savings and Loan Association of Lakewood,Lakewood,29488,OH,29488,2025-11-07 16:16:27.388590
73118,0.9210933284881503,2530103.0,08/31/2022,12.44,Oklahoma,2939527.0,26.0,13282.0,2530103.0,First Fidelity Bank,Oklahoma City,23473,OK,23473,2025-11-07 16:16:27.388590
01588,0.7593895674303341,2466433.0,11/18/2024,10.54,Massachusetts,2938536.0,15.0,10434.0,2466433.0,UniBank for Savings,Whitinsville,90290,MA,90290,2025-11-07 16:16:27.388590
64030,0.8617834147746031,1862784.0,12/06/2022,6.27,Missouri,2938521.0,10.0,12770.0,1862784.0,"North American Savings Bank, F.S.B.",Grandview,29708,MO,29708,2025-11-07 16:16:27.388590
56283,0.8259356342972519,2580736.0,08/31/2022,8.4,Minnesota,2923779.0,36.0,12632.0,2580736.0,Minnwest Bank,Redwood Falls,16958,MN,16958,2025-11-07 16:16:27.388590
08809,1.7806607187191947,2194394.0,08/31/2022,16.07,New Jersey,2920186.0,22.0,24708.0,2194394.0,Unity Bank,Clinton,33503,NJ,33503,2025-11-07 16:16:27.388590
03766,0.33616497252928806,2573471.0,11/18/2024,4.2,New Hampshire,2896306.0,26.0,4875.0,2573471.0,Mascoma Bank,Lebanon,18013,NH,18013,2025-11-07 16:16:27.388590
02893,0.8682267310214721,2141537.0,09/16/2025,6.46,Rhode Island,2893944.0,20.0,12334.0,2141537.0,Centreville Bank,West Warwick,17764,RI,17764,2025-11-07 16:16:27.388590
54935,1.4085596520702495,2325642.0,08/31/2022,8.08,Wisconsin,2887103.0,34.0,20425.0,2325642.0,National Exchange Bank and Trust,Fond Du Lac,10044,WI,10044,2025-11-07 16:16:27.388590
78552,0.2987200165534418,2486042.0,07/18/2022,3.5,Texas,2886530.0,35.0,4177.0,2486042.0,Texas Regional Bank,Harlingen,26906,TX,26906,2025-11-07 16:16:27.388590
17011,1.7357099462407037,2457108.0,04/15/2025,14.48,Pennsylvania,2886210.0,26.0,24956.0,2457108.0,LINKBANK,Camp Hill,14863,PA,14863,2025-11-07 16:16:27.388590
10036,0.4975110396020474,2261667.0,08/31/2022,2.97,New York,2880596.0,14.0,7081.0,2261667.0,"Industrial and Commercial Bank of China USA, National Association",New York,24387,NY,24387,2025-11-07 16:16:27.388590
46204,1.2572902092616518,2636641.0,08/31/2022,18.72,Indiana,2877877.0,13.0,18783.0,2636641.0,The National Bank of Indianapolis,Indianapolis,33860,IN,33860,2025-11-07 16:16:27.388590
77036,1.8518302738603818,2453272.0,08/31/2022,14.53,Texas,2864206.0,20.0,25958.0,2453272.0,American First National Bank,Houston,34656,TX,34656,2025-11-07 16:16:27.388590
14901,-0.008334675944356183,2479871.0,08/31/2022,-0.1,New York,2850563.0,30.0,-117.0,2479871.0,Chemung Canal Trust Company,Elmira,597,NY,597,2025-11-07 16:16:27.388590
39038,1.1203624938194414,2369025.0,10/01/2024,10.48,Mississippi,2849191.0,43.0,16103.0,2369025.0,Guaranty Bank and Trust Company,Belzoni,15953,MS,15953,2025-11-07 16:16:27.388590
16201,1.3175643176282157,2437962.0,02/27/2024,13.54,Pennsylvania,2821168.0,34.0,18764.0,2437962.0,"NEXTIER BANK, NATIONAL ASSOCIATION",Kittanning,7900,PA,7900,2025-11-07 16:16:27.388590
35653,0.5504485290711449,2426743.0,08/31/2022,10.86,Alabama,2812749.0,55.0,7585.0,2426743.0,"CB&S Bank, Inc.",Russellville,15310,AL,15310,2025-11-07 16:16:27.388590
78215,0.9117655178165839,2563397.0,04/24/2023,12.63,Texas,2802550.0,14.0,12936.0,2563397.0,Jefferson Bank,San Antonio,16470,TX,16470,2025-11-07 16:16:27.388590
77845,1.7171734448516156,2172681.0,08/31/2022,8.48,Texas,2796987.0,32.0,24095.0,2172681.0,American Momentum Bank,College Station,58309,TX,58309,2025-11-07 16:16:27.388590
68467,1.064109899431545,2322456.0,12/11/2024,13.73,Nebraska,2790733.0,50.0,14953.0,2322456.0,Cornerstone Bank,York,5496,NE,5496,2025-11-07 16:16:27.388590
06770,1.1933803092248978,2280727.0,05/13/2025,10.91,Connecticut,2786834.0,37.0,14040.0,2280727.0,Ion Bank,Naugatuck,18198,CT,18198,2025-11-07 16:16:27.388590
35660,1.0119179378752086,2384968.0,08/31/2022,11.6,Alabama,2782071.0,34.0,14141.0,2384968.0,Bank Independent,Sheffield,16604,AL,16604,2025-11-07 16:16:27.388590
75039,4.048690072557943,2297005.0,03/26/2024,28.95,Texas,2768931.0,7.0,56283.0,2297005.0,State Bank of Texas,Irving,27074,TX,27074,2025-11-07 16:16:27.388590
55987,1.114246924872332,2408536.0,07/12/2024,9.94,Minnesota,2767158.0,22.0,15520.0,2408536.0,"Merchants Bank, National Association",Winona,8866,MN,8866,2025-11-07 16:16:27.388590
71923,0.7169027093041316,2124098.0,02/23/2023,5.47,Arkansas,2762621.0,57.0,9947.0,2124098.0,Southern Bancorp Bank,Arkadelphia,1528,AR,1528,2025-11-07 16:16:27.388590
04101,0.28790299618607873,2253432.0,07/31/2025,3.02,Maine,2752574.0,23.0,3175.0,2253432.0,Maine Community Bank,Portland,17741,ME,17741,2025-11-07 16:16:27.388590
39701,1.0225212390039038,2384309.0,07/08/2025,8.21,Mississippi,2744123.0,52.0,14085.0,2384309.0,BankFirst Financial Services,Columbus,8870,MS,8870,2025-11-07 16:16:27.388590
70808,0.8630415988981202,2356530.0,08/31/2022,8.69,Louisiana,2744093.0,30.0,11780.0,2356530.0,"Investar Bank, National Association",Baton Rouge,58316,LA,58316,2025-11-07 16:16:27.388590
08857,2.4618779840848806,2316570.0,08/31/2022,20.56,New Jersey,2719810.0,23.0,33838.0,2316570.0,Amboy Bank,Old Bridge,6423,NJ,6423,2025-11-07 16:16:27.388590
33172,1.2814557027751203,2358264.0,08/31/2022,15.48,Florida,2717656.0,10.0,17029.0,2358264.0,U. S. Century Bank,Doral,57369,FL,57369,2025-11-07 16:16:27.388590
37902,0.10226300859089853,2118972.0,08/31/2022,0.62,Tennessee,2717117.0,23.0,1396.0,2118972.0,Home Federal Bank of Tennessee,Knoxville,29683,TN,29683,2025-11-07 16:16:27.388590
01085,0.6168536250624738,2331654.0,11/18/2024,6.83,Massachusetts,2708826.0,27.0,8294.0,2331654.0,Westfield Bank,Westfield,90300,MA,90300,2025-11-07 16:16:27.388590
35406,1.6727909578150872,2151480.0,08/31/2022,17.58,Alabama,2703660.0,18.0,22723.0,2151480.0,Bryant Bank,Tuscaloosa,57997,AL,57997,2025-11-07 16:16:27.388590
18512,1.036359937125695,2435834.0,12/06/2022,13.14,Pennsylvania,2695990.0,23.0,13804.0,2435834.0,The Fidelity Deposit and Discount Bank,Dunmore,11868,PA,11868,2025-11-07 16:16:27.388590
60601,1.5116505021045321,2261380.0,08/31/2022,14.4,Illinois,2691893.0,11.0,20252.0,2261380.0,Lakeside Bank,Chicago,19573,IL,19573,2025-11-07 16:16:27.388590
79705,1.9726492794028643,2399911.0,08/31/2022,21.73,Texas,2691438.0,13.0,27406.0,2399911.0,West Texas National Bank,Midland,22957,TX,22957,2025-11-07 16:16:27.388590
76102,1.045463115981411,2336614.0,12/08/2022,8.84,Texas,2688128.0,28.0,14139.0,2336614.0,Pinnacle Bank,Fort Worth,20231,TX,20231,2025-11-07 16:16:27.388590
96910,0.7494458336305982,1885602.0,04/09/2024,9.58,Guam,2683650.0,17.0,9962.0,2421360.0,Bank of Guam,Hagatna,20884,GU,20884,2025-11-07 16:16:27.388590
10017,0.8203837350682608,1730086.0,09/19/2023,9.4,New York,2675350.0,6.0,10916.0,2288384.0,Habib American Bank,New York,25093,NY,25093,2025-11-07 16:16:27.388590
52401,2.2039857718238998,1884374.0,07/16/2024,13.23,Iowa,2671084.0,9.0,29035.0,1884374.0,Cedar Rapids Bank and Trust Company,Cedar Rapids,57244,IA,57244,2025-11-07 16:16:27.388590
23181,1.1249398865057227,2261271.0,12/19/2022,10.72,Virginia,2664010.0,31.0,14620.0,2261271.0,Citizens and Farmers Bank,West Point,10363,VA,10363,2025-11-07 16:16:27.388590
95060,1.8990828547655387,2260409.0,04/22/2025,14.18,California,2650147.0,10.0,25285.0,2260409.0,West Coast Community Bank,Santa Cruz,57591,CA,57591,2025-11-07 16:16:27.388590
52722,1.262196887373143,2309950.0,07/16/2024,11.59,Iowa,2647681.0,5.0,16784.0,2309950.0,Quad City Bank and Trust Company,Bettendorf,33867,IA,33867,2025-11-07 16:16:27.388590
60523,1.244441266566681,2255966.0,08/31/2022,10.08,Illinois,2644384.0,19.0,16476.0,2255966.0,Republic Bank of Chicago,Oak Brook,19333,IL,19333,2025-11-07 16:16:27.388590
03246,0.7908025522319152,2262357.0,11/18/2024,7.12,New Hampshire,2642289.0,24.0,10440.0,2262357.0,Bank of New Hampshire,Laconia,18012,NH,18012,2025-11-07 16:16:27.388590
66502,1.6698280011015345,2228992.0,08/31/2022,13.75,Kansas,2641236.0,6.0,21627.0,2228992.0,KS StateBank,Manhattan,19899,KS,19899,2025-11-07 16:16:27.388590
84721,1.3690596819305971,2262133.0,08/31/2022,13.93,Utah,2638034.0,17.0,17587.0,2262133.0,State Bank of Southern Utah,Cedar City,17964,UT,17964,2025-11-07 16:16:27.388590
75219,0.7572081061317261,2336963.0,07/29/2025,7.27,Texas,2625202.0,11.0,9718.0,2336963.0,Susser Bank,Dallas,34885,TX,34885,2025-11-07 16:16:27.388590
04654,0.8449470203191842,2294497.0,11/18/2024,8.21,Maine,2611219.0,15.0,10965.0,2294497.0,Machias Savings Bank,Machias,19531,ME,19531,2025-11-07 16:16:27.388590
94596,1.0515239558450713,2187463.0,08/31/2022,7.18,California,2605907.0,34.0,13669.0,2187463.0,United Business Bank,Walnut Creek,57716,CA,57716,2025-11-07 16:16:27.388590
62234,1.4893239303377668,2150487.0,08/31/2022,19.09,Illinois,2599658.0,20.0,18750.0,2150487.0,FCB Banks,Collinsville,33005,IL,33005,2025-11-07 16:16:27.388590
16901,1.0100377635054059,2127673.0,10/03/2025,9.02,Pennsylvania,2598271.0,35.0,13120.0,2127673.0,Citizens & Northern Bank,Wellsboro,7799,PA,7799,2025-11-07 16:16:27.388590
10940,1.5219415926251105,2284991.0,08/31/2022,17.56,New York,2597307.0,16.0,19403.0,2284991.0,Orange Bank & Trust Company,Middletown,12944,NY,12944,2025-11-07 16:16:27.388590
55391,0.6094268472601211,1905820.0,08/31/2022,7.92,Minnesota,2595669.0,4.0,7812.0,1905820.0,Tradition Capital Bank,Wayzata,58057,MN,58057,2025-11-07 16:16:27.388590
67202,1.21287433599067,2380889.0,08/31/2022,16.25,Kansas,2592410.0,33.0,15558.0,2380889.0,Emprise Bank,Wichita,4789,KS,4789,2025-11-07 16:16:27.388590
30309,0.6909980427321339,2086068.0,03/11/2025,7.86,Georgia,2590918.0,9.0,8433.0,2086068.0,Georgia Banking Company,Atlanta,57071,GA,57071,2025-11-07 16:16:27.388590
84121,2.578237840216769,2014417.0,08/31/2022,15.85,Utah,2577200.0,1.0,32943.0,2014417.0,Medallion Bank,Salt Lake City,57449,UT,57449,2025-11-07 16:16:27.388590
60643,1.4426377659464318,2184353.0,08/31/2022,14.09,Illinois,2574562.0,8.0,18113.0,2184353.0,"Beverly Bank & Trust Company, National Association",Chicago,57701,IL,57701,2025-11-07 16:16:27.388590
90017,0.991965408055016,2256971.0,12/05/2023,11.84,California,2563547.0,17.0,12304.0,2256971.0,Open Bank,Los Angeles,57944,CA,57944,2025-11-07 16:16:27.388590
78401,1.0731390673891676,2293704.0,11/29/2022,11.31,Texas,2552612.0,18.0,13584.0,2293704.0,"American Bank, National Association",Corpus Christi,20241,TX,20241,2025-11-07 16:16:27.388590
57108,0.3852384910594811,2300060.0,05/21/2024,4.17,South Dakota,2549002.0,5.0,4864.0,2300060.0,"Sunrise Banks, National Association",Sioux Falls,18561,SD,18561,2025-11-07 16:16:27.388590
02026,0.46659069047690854,1909026.0,11/18/2024,4.45,Massachusetts,2546031.0,15.0,5854.0,1909026.0,Dedham Institution for Savings,Dedham,23620,MA,23620,2025-11-07 16:16:27.388590
24112,0.19646898215671627,2044717.0,08/31/2022,1.67,Virginia,2537684.0,27.0,2596.0,2044717.0,"Blue Ridge Bank,  National Association",Martinsville,35274,VA,35274,2025-11-07 16:16:27.388590
38024,0.9165014250479475,2184269.0,08/31/2022,11.62,Tennessee,2537672.0,25.0,11562.0,2184269.0,First Citizens National Bank,Dyersburg,4972,TN,4972,2025-11-07 16:16:27.388590
19087,0.8177708370462861,2114538.0,07/13/2023,9.08,Pennsylvania,2510685.0,6.0,10110.0,2114538.0,Meridian Bank,Wayne,57777,PA,57777,2025-11-07 16:16:27.388590
53066,1.1724162846022468,2099407.0,08/31/2022,15.09,Wisconsin,2506340.0,19.0,14117.0,2099407.0,Bank Five Nine,Oconomowoc,12517,WI,12517,2025-11-07 16:16:27.388590
72450,1.0649019745107542,2067870.0,08/31/2022,9.57,Arkansas,2505956.0,23.0,13285.0,2067870.0,First National Bank,Paragould,3887,AR,3887,2025-11-07 16:16:27.388590
53005,0.9171906553840716,2094477.0,10/11/2022,6.3,Wisconsin,2502773.0,45.0,11655.0,2094477.0,North Shore Bank,Brookfield,28679,WI,28679,2025-11-07 16:16:27.388590
76502,0.8179381467260121,1998520.0,09/09/2024,10.14,Texas,2475352.0,16.0,9971.0,1998520.0,"Extraco Banks, National Association",Temple,5551,TX,5551,2025-11-07 16:16:27.388590
95667,0.96034232878373,2144175.0,08/31/2022,7.47,California,2472484.0,35.0,11724.0,2144175.0,"El Dorado Savings Bank, F.S.B.",Placerville,30953,CA,30953,2025-11-07 16:16:27.388590
74401,1.1283115508313069,2290981.0,06/25/2025,16.34,Oklahoma,2470755.0,29.0,13984.0,2290981.0,Armstrong Bank,Muskogee,2315,OK,2315,2025-11-07 16:16:27.388590
92037,1.7816034648538548,2166554.0,04/09/2024,17.53,California,2454498.0,6.0,21858.0,2166554.0,CalPrivate Bank,La Jolla,58291,CA,58291,2025-11-07 16:16:27.388590
15501,0.9876784611903653,2012358.0,08/31/2022,15.1,Pennsylvania,2448937.0,46.0,11786.0,2012358.0,Somerset Trust Company,Somerset,11112,PA,11112,2025-11-07 16:16:27.388590
62701,1.146984103260832,2201691.0,08/31/2022,12.41,Illinois,2448293.0,14.0,13865.0,2201691.0,"INB, National Association",Springfield,3664,IL,3664,2025-11-07 16:16:27.388590
10022,1.048112788997157,2126544.0,08/31/2022,10.37,New York,2443728.0,2.0,12757.0,2126544.0,Interaudi Bank,New York,24516,NY,24516,2025-11-07 16:16:27.388590
75225,1.3612732322840022,2125735.0,03/18/2025,12.52,Texas,2429922.0,17.0,16941.0,2125735.0,Vista Bank,Dallas,1210,TX,1210,2025-11-07 16:16:27.388590
76801,1.6069677698217555,1939459.0,08/31/2022,14.71,Texas,2417382.0,19.0,20200.0,1939459.0,TexasBank,Brownwood,19559,TX,19559,2025-11-07 16:16:27.388590
51445,1.0457657697119687,1887477.0,07/15/2024,12.9,Iowa,2416838.0,37.0,12733.0,1887477.0,United Bank of Iowa,Ida Grove,958,IA,958,2025-11-07 16:16:27.388590
47130,1.1107887879469343,1740612.0,08/31/2022,12.56,Indiana,2414601.0,16.0,13287.0,1740612.0,First Savings Bank,Jeffersonville,29961,IN,29961,2025-11-07 16:16:27.388590
98226,0.8554296556325213,2095612.0,08/31/2022,6.97,Washington,2414440.0,23.0,10435.0,2095612.0,Peoples Bank,Bellingham,6158,WA,6158,2025-11-07 16:16:27.388590
58301,1.6214486274568636,2065220.0,07/15/2024,14.05,North Dakota,2412460.0,11.0,19455.0,2065220.0,Western State Bank,Devils Lake,9123,ND,9123,2025-11-07 16:16:27.388590
80111,0.37259799042260866,1498217.0,08/31/2022,3.56,Colorado,2407912.0,1.0,4316.0,1498217.0,Colorado Federal Savings Bank,Greenwood Village,33111,CO,33111,2025-11-07 16:16:27.388590
79701,2.282243733506916,2081070.0,08/31/2022,20.06,Texas,2400640.0,11.0,27593.0,2081070.0,Community National Bank,Midland,24897,TX,24897,2025-11-07 16:16:27.388590
02190,0.47063305361519636,2109959.0,11/18/2024,5.01,Massachusetts,2396074.0,13.0,5444.0,2109959.0,South Shore Bank,South Weymouth,90303,MA,90303,2025-11-07 16:16:27.388590
