filer_cik,filing_date,issuer_name,cusip,value,shares,relationship_type,is_synthetic
0000315066,2024-09-22,Company_0000310764,69770500,740307519.7881079,4098537,institutional_holding,True
0001067983,2024-08-15,Company_0001737806,69704659,340799539.6166219,9277285,institutional_holding,True
0000315066,2024-07-20,Company_0000316709,51012668,316784999.1572179,3229357,institutional_holding,True
0001067983,2024-02-02,Company_0000001800,45436154,971716182.1801186,5222953,institutional_holding,True
0000315066,2024-05-04,Company_0000019617,18510762,908813839.8685625,9986077,institutional_holding,True
0001364742,2024-04-03,Company_0000064040,26438001,394303857.21808976,6113581,institutional_holding,True
0000315066,2024-05-06,Company_0000858877,61365567,715509255.1593453,3928507,institutional_holding,True
0001364742,2024-11-17,Company_0000789019,94202986,995424165.2002105,255278,institutional_holding,True
0001067983,2024-04-15,Company_0001596532,92233464,421151742.7540725,7720569,institutional_holding,True
0001067983,2024-08-01,Company_0001089113,39488437,713303327.7701886,7748635,institutional_holding,True
0001067983,2024-08-12,Company_0000320193,87102137,432780880.8557969,4075356,institutional_holding,True
0001364742,2024-09-07,Company_0001413329,98646446,677663055.2049619,9204156,institutional_holding,True
0001067983,2024-02-21,Company_0000318154,86691088,963754907.8725293,3662717,institutional_holding,True
0001067983,2024-02-17,Company_0001373715,20300327,208016875.7394598,4438837,institutional_holding,True
0000315066,2024-07-02,Company_0001108524,16707221,240124279.054584,4365789,institutional_holding,True
0000315066,2024-08-04,Company_0000040545,79419031,471766976.324873,1939947,institutional_holding,True
0001364742,2024-06-13,Company_0001094517,61960672,321594226.3671337,4985723,institutional_holding,True
0000315066,2024-12-10,Company_0000320193,24288465,171889145.16810971,3556025,institutional_holding,True
0001364742,2024-04-24,Company_0000012927,28271493,728806482.2811705,6490917,institutional_holding,True
0001067983,2024-11-03,Company_0000109198,92837891,506068300.590176,1403532,institutional_holding,True
0001364742,2024-03-01,Company_0000006951,52134460,655921045.1783808,8606155,institutional_holding,True
0001364742,2024-09-02,Company_0001075531,84804411,139144135.67444417,1906039,institutional_holding,True
0001067983,2024-01-04,Company_0000320193,88946132,94269042.31260361,2104443,institutional_holding,True
0001067983,2024-10-12,Company_0000109198,76863624,642870219.0865698,301321,institutional_holding,True
0001364742,2024-02-05,Company_0001403161,45344505,300166575.1015488,471094,institutional_holding,True
0001067983,2024-01-19,Company_0000732712,23627504,342162389.903629,6866172,institutional_holding,True
0001364742,2024-03-12,Company_0001326801,85346047,559391824.1975877,6804808,institutional_holding,True
0001067983,2024-11-05,Company_0001018724,98176442,410063457.32308805,556487,institutional_holding,True
0000315066,2024-11-25,Company_0000884394,49570341,618293079.861271,5675137,institutional_holding,True
0000315066,2024-01-07,Company_0000097476,75887822,267367712.3110555,5770819,institutional_holding,True
0001364742,2024-12-08,Company_0000012927,39525450,94925338.06211518,1405422,institutional_holding,True
0000315066,2024-02-26,Company_0000946770,79039072,918360456.9578559,94476,institutional_holding,True
0000315066,2024-02-12,Company_0001707925,67726220,577491530.344176,5198719,institutional_holding,True
0000315066,2024-05-13,Company_0001321655,20599896,10759392.25603487,1007942,institutional_holding,True
0001364742,2024-02-27,Company_0000063908,95943065,639446890.7021525,9878895,institutional_holding,True
0000315066,2024-10-05,Company_0001045810,54329989,584265045.1178844,7062295,institutional_holding,True
0001067983,2024-03-26,Company_0000097476,45291637,783136080.4069375,7710795,institutional_holding,True
0001364742,2024-05-14,Company_0000072971,10949233,639808778.6088228,4780306,institutional_holding,True
0000315066,2024-02-27,Company_0001306965,16839820,622643736.543564,3868477,institutional_holding,True
0001364742,2024-03-28,Company_0000070858,72632965,85798069.76678658,423685,institutional_holding,True
0000315066,2024-08-08,Company_0000901832,84962036,56375354.42093306,2047396,institutional_holding,True
0001364742,2024-09-03,Company_0001744489,16025889,491422424.36873007,298061,institutional_holding,True
0000315066,2024-03-07,Company_0000901832,58970297,803095592.5164021,8263365,institutional_holding,True
0001364742,2024-08-26,Company_0001730168,42581526,167358239.94582835,4621687,institutional_holding,True
0001364742,2024-10-07,Company_0000021344,11853220,858163591.4328741,1440212,institutional_holding,True
0000315066,2024-01-05,Company_0001318605,37904288,623412860.0640905,7519023,institutional_holding,True
0000315066,2024-01-21,Company_0001596532,72502005,688835722.2372241,9508766,institutional_holding,True
0000315066,2024-11-14,Company_0000895421,88336922,425136227.13678294,7359704,institutional_holding,True
0000315066,2024-03-20,Company_0000200406,24171467,827705600.8964717,105207,institutional_holding,True
0001364742,2024-09-24,Company_0000001800,42078885,41139255.24576261,9429401,institutional_holding,True
0001364742,2024-04-06,Company_0000896878,60637733,550490570.0882914,7736460,institutional_holding,True
0001067983,2024-03-11,Company_0001467373,65130186,851428178.3625882,1093581,institutional_holding,True
0000315066,2024-02-05,Company_0000077476,73796853,632384617.8403655,9641938,institutional_holding,True
0001067983,2024-11-26,Company_0000811809,44546154,298907625.1839653,777219,institutional_holding,True
0000315066,2024-01-23,Company_0000318154,28904836,453088999.65200216,2555494,institutional_holding,True
0001364742,2024-09-12,Company_0001467373,20840501,641863448.3672107,2500636,institutional_holding,True
0001364742,2024-03-18,Company_0000885725,34860093,882085216.1228108,2066969,institutional_holding,True
0001067983,2024-11-25,Company_0001730168,46891509,317288815.0837705,4034918,institutional_holding,True
0001364742,2024-09-04,Company_0000018230,26217963,385112658.4838201,312449,institutional_holding,True
0001067983,2024-12-23,Company_0001000184,50391430,538050953.5113473,5232897,institutional_holding,True
0001067983,2024-08-10,Company_0001373715,97601249,705344601.2703441,7678473,institutional_holding,True
0000315066,2024-10-12,Company_0001000184,54248493,415666093.85344416,8353438,institutional_holding,True
0001067983,2024-08-20,Company_0000050863,10775448,268230966.4160769,8527570,institutional_holding,True
0001067983,2024-10-05,Company_0002012383,87277656,922645538.0025557,6021005,institutional_holding,True
0000315066,2024-03-19,Company_0001730168,53034044,692191804.8608776,4764871,institutional_holding,True
0001364742,2024-05-14,Company_0000051143,25955770,183556852.80970457,1638653,institutional_holding,True
0001067983,2024-05-06,Company_0000109198,88987960,991880709.4068204,755826,institutional_holding,True
0001364742,2024-09-21,Company_0001596532,74905015,825861864.6270609,6408944,institutional_holding,True
0001364742,2024-05-01,Company_0001067983,62265183,199889476.63999826,5070900,institutional_holding,True
0000315066,2024-09-05,Company_0002012383,48261460,856832215.162266,6148931,institutional_holding,True
0001364742,2024-03-08,Company_0001467373,71460577,626508350.283382,459323,institutional_holding,True
0001364742,2024-01-22,Company_0001744489,37721018,895687896.3052354,7297014,institutional_holding,True
0001067983,2024-08-17,Company_0001737806,42830006,232754515.66110116,4746422,institutional_holding,True
0001067983,2024-12-13,Company_0000937966,58312883,234806672.38214254,9373430,institutional_holding,True
0000315066,2024-04-06,Company_0000731766,18190697,44318263.09746267,6561675,institutional_holding,True
0001067983,2024-06-22,Company_0001144967,72190617,175114317.8981686,9628120,institutional_holding,True
0000315066,2024-02-04,Company_0001341439,81716960,667062612.7570553,3716124,institutional_holding,True
0001364742,2024-03-12,Company_0001551152,71588540,822325045.851435,7216282,institutional_holding,True
0001364742,2024-01-04,Company_0000004962,62627914,328805449.06893986,622296,institutional_holding,True
0001364742,2024-05-13,Company_0001000184,24876982,283445223.7462296,8382509,institutional_holding,True
0001364742,2024-04-25,Company_0001393818,26881426,232597122.2204387,57581,institutional_holding,True
0001364742,2024-07-03,Company_0000723125,84072962,964573982.4557134,9547285,institutional_holding,True
0001067983,2024-11-08,Company_0001403161,83897287,627425881.7430602,7089552,institutional_holding,True
0000315066,2024-07-20,Company_0000006951,69848177,137696975.83600518,8414321,institutional_holding,True
0001364742,2024-01-16,Company_0000723125,26929436,84935747.9624035,1164408,institutional_holding,True
0000315066,2024-07-19,Company_0000109198,83692822,383116192.7238017,1923869,institutional_holding,True
0001364742,2024-07-26,Company_0001094517,94865698,143064308.91476914,4652854,institutional_holding,True
0000315066,2024-05-22,Company_0000732717,70476345,807459211.1784554,8326307,institutional_holding,True
0000315066,2024-08-15,Company_0000901832,97203040,654180942.2256576,9549773,institutional_holding,True
0001067983,2024-11-18,Company_0000896878,71660958,993733741.5191456,674690,institutional_holding,True
0000315066,2024-10-17,Company_0001393818,52246092,392701321.913865,7248911,institutional_holding,True
0001364742,2024-09-05,Company_0002012383,85143113,636727598.6791356,6887236,institutional_holding,True
0001364742,2024-02-08,Company_0001321655,75400989,732698104.0553374,6333842,institutional_holding,True
0001364742,2024-09-13,Company_0000886982,35260922,32179533.43283818,8401855,institutional_holding,True
0001067983,2024-10-13,Company_0000796343,65206010,89824874.24251196,8577024,institutional_holding,True
0000315066,2024-04-16,Company_0000313838,39562535,677089649.6492116,1827246,institutional_holding,True
0001067983,2024-02-14,Company_0000946770,72333147,964263494.8094869,5004124,institutional_holding,True
0000315066,2024-09-26,Company_0000021344,70553107,375262089.5691711,9711282,institutional_holding,True
0001067983,2024-04-28,Company_0000884394,83223000,233234254.0340684,5273187,institutional_holding,True
0001067983,2024-11-27,Company_0000891478,20562813,97355043.1473002,6460885,institutional_holding,True
0001067983,2024-07-17,Company_0000104169,95096916,56801008.90000965,2366535,institutional_holding,True
0000315066,2024-08-02,Company_0000019617,54699444,403332584.81816864,588741,institutional_holding,True
0001364742,2024-03-14,Company_0001318605,83450633,378311028.4914677,4861120,institutional_holding,True
0001067983,2024-08-26,Company_0001707925,13710118,949691873.8068186,409649,institutional_holding,True
0000315066,2024-11-19,Company_0001108524,25687351,803073077.3574806,7373544,institutional_holding,True
0001067983,2024-03-17,Company_0001018724,52869744,826230509.681991,6034193,institutional_holding,True
0001364742,2024-02-26,Company_0001596532,35542689,692830874.078161,9039719,institutional_holding,True
0000315066,2024-02-15,Company_0000732717,10623657,782286540.3137401,2865825,institutional_holding,True
0001067983,2024-03-28,Company_0000313838,29231838,448157538.94702274,6425754,institutional_holding,True
0001067983,2024-02-26,Company_0001596532,23294610,263518459.70310915,4685442,institutional_holding,True
0001067983,2024-03-10,Company_0001144967,23032120,559985023.669552,7279831,institutional_holding,True
0001067983,2024-06-15,Company_0000318154,60423461,180706779.4860981,2484194,institutional_holding,True
0001067983,2024-11-20,Company_0000019617,32976928,93206346.50324076,8662262,institutional_holding,True
0001364742,2024-09-21,Company_0000946770,27527481,403201167.4865024,7146432,institutional_holding,True
0001067983,2024-03-17,Company_0001373715,60415962,378243613.7837416,894433,institutional_holding,True
0001364742,2024-09-26,Company_0001543151,73510450,665060728.1628593,2058706,institutional_holding,True
0000315066,2024-01-02,Company_0000040545,30953793,410006407.73115736,1138576,institutional_holding,True
0001364742,2024-07-06,Company_0000310158,62045077,803146057.369448,5282754,institutional_holding,True
0001067983,2024-12-26,Company_0000018230,66178093,370538032.5897233,1245545,institutional_holding,True
0000315066,2024-05-16,Company_0000732712,39700431,648236665.4973603,470129,institutional_holding,True
0001067983,2024-02-21,Company_0001318605,10577016,906659579.0449948,2259690,institutional_holding,True
0001364742,2024-09-19,Company_0001108524,32114120,927535427.1061183,4104763,institutional_holding,True
0001364742,2024-10-27,Company_0000004962,46166616,984798168.7812532,8174598,institutional_holding,True
0001364742,2024-01-02,Company_0000885725,23438927,635285335.626758,7192907,institutional_holding,True
0001067983,2024-05-28,Company_0000034088,11440412,795878649.9054292,590037,institutional_holding,True
0001364742,2024-08-23,Company_0001751008,52296946,45349827.526638865,9947633,institutional_holding,True
0000315066,2024-12-27,Company_0000019617,33707163,622855049.9973797,8336823,institutional_holding,True
0001364742,2024-04-16,Company_0000040545,34696764,932868853.4415824,4754177,institutional_holding,True
0001364742,2024-08-20,Company_0000097745,54512188,553138624.209877,1459797,institutional_holding,True
0001067983,2024-02-02,Company_0001467373,83815837,938992398.506515,1080815,institutional_holding,True
0001067983,2024-06-22,Company_0001000184,13869165,49680244.521348,2075838,institutional_holding,True
0001067983,2024-04-21,Company_0000753308,96111885,350758752.67624444,2359961,institutional_holding,True
0001067983,2024-03-11,Company_0000050863,92136928,69363244.84564193,9171021,institutional_holding,True
0001364742,2024-12-19,Company_0001393818,34493220,931619380.6676362,8713134,institutional_holding,True
0001364742,2024-09-04,Company_0000884394,72799516,617805953.949568,5287360,institutional_holding,True
0000315066,2024-07-25,Company_0000012927,76938595,62399872.45704169,9328756,institutional_holding,True
0001364742,2024-12-10,Company_0001283699,38296122,375688276.3451827,4000108,institutional_holding,True
0001067983,2024-07-23,Company_0000313838,49665606,250894717.32963404,6639998,institutional_holding,True
0001067983,2024-01-15,Company_0001114448,81178411,105462697.38091753,5578165,institutional_holding,True
0001364742,2024-03-08,Company_0000909832,55949292,343325800.10265523,2654876,institutional_holding,True
0001067983,2024-06-04,Company_0001403161,14681586,188690892.67683375,7713591,institutional_holding,True
0000315066,2024-10-04,Company_0000097476,13636732,313747188.0126375,8366027,institutional_holding,True
0001364742,2024-03-21,Company_0001065280,63642896,589647995.0976435,5411312,institutional_holding,True
0001067983,2024-10-19,Company_0001373715,80950333,968843633.3686754,9023951,institutional_holding,True
0001067983,2024-08-15,Company_0000731766,93547655,123885927.43818778,2794762,institutional_holding,True
0001364742,2024-02-21,Company_0001730168,13217801,684602270.8787098,7228326,institutional_holding,True
0001364742,2024-04-18,Company_0000732717,80645316,435534560.2639046,3766934,institutional_holding,True
0001067983,2024-04-21,Company_0001996810,58382760,529835723.45220053,9597719,institutional_holding,True
0001364742,2024-11-06,Company_0001973239,41220117,418748487.03659767,1478093,institutional_holding,True
0001067983,2024-10-24,Company_0000354950,96832438,625963012.3993974,1383152,institutional_holding,True
0001067983,2024-06-18,Company_0000707549,39047298,977303826.1755235,9909557,institutional_holding,True
0001067983,2024-02-20,Company_0000070858,14475628,886516108.5042367,6976262,institutional_holding,True
0001067983,2024-11-11,Company_0001144967,95437937,225180632.1571753,9788135,institutional_holding,True
0001067983,2024-02-14,Company_0000200406,47969595,969320858.8647271,136922,institutional_holding,True
0000315066,2024-06-05,Company_0000040545,58708644,503910642.44923526,3906741,institutional_holding,True
0001364742,2024-10-12,Company_0000109198,42918499,709986669.4760604,891267,institutional_holding,True
0001067983,2024-02-03,Company_0000021344,24503840,972276353.8701186,6924461,institutional_holding,True
0000315066,2024-04-25,Company_0000064040,96919572,346972901.28084886,3196452,institutional_holding,True
0001067983,2024-07-18,Company_0000820313,99225007,481301639.33693355,6803704,institutional_holding,True
0001364742,2024-12-27,Company_0000946770,87925154,678058081.4963104,8650976,institutional_holding,True
0000315066,2024-11-15,Company_0001318605,82822165,619674668.6394644,1768290,institutional_holding,True
0000315066,2024-03-03,Company_0001413329,38426400,682922823.4665939,1099637,institutional_holding,True
0001364742,2024-07-05,Company_0001737806,35594621,405389010.72976595,2582346,institutional_holding,True
0001364742,2024-07-28,Company_0000101829,31773265,225673644.0375237,19357,institutional_holding,True
0000315066,2024-03-26,Company_0001341439,18650334,775384252.5531304,119071,institutional_holding,True
0001364742,2024-07-12,Company_0000831001,39700896,794617826.073359,4793123,institutional_holding,True
0001067983,2024-07-05,Company_0000886982,90650116,46173853.53416594,2534983,institutional_holding,True
0001364742,2024-03-12,Company_0001141391,46720759,458027690.94404334,374216,institutional_holding,True
0001364742,2024-03-16,Company_0000012927,42940379,976755576.6549965,9478186,institutional_holding,True
0001067983,2024-05-01,Company_0001094517,98528155,677822178.1061124,4798543,institutional_holding,True
0000315066,2024-12-16,Company_0001744489,18965288,215643091.69666058,3908412,institutional_holding,True
0000315066,2024-03-21,Company_0001045810,95849321,164504142.58452868,5257573,institutional_holding,True
0001364742,2024-10-17,Company_0001065280,76721208,129062510.06442893,6377190,institutional_holding,True
0001364742,2024-09-22,Company_0001744489,15669639,136917383.4478046,3167263,institutional_holding,True
0001067983,2024-05-16,Company_0001067983,80528093,375717637.87777674,1045604,institutional_holding,True
0001067983,2024-02-09,Company_0001067983,25244392,970185121.1989394,2006312,institutional_holding,True
0000315066,2024-03-26,Company_0001089113,88644028,393391064.6274815,2363114,institutional_holding,True
0001364742,2024-03-02,Company_0000753308,53075958,457881875.49692434,1187027,institutional_holding,True
0001067983,2024-09-07,Company_0001341439,93425722,403073751.4011728,1485792,institutional_holding,True
0001067983,2024-04-27,Company_0001341439,82098475,91255725.73480742,6135839,institutional_holding,True
0000315066,2024-09-01,Company_0001403161,77790629,875175043.0017099,2193911,institutional_holding,True
0001364742,2024-08-15,Company_0000789019,53809382,481607207.9496316,6546131,institutional_holding,True
0001364742,2024-03-18,Company_0000811809,97799963,118147579.51294026,4254686,institutional_holding,True
0001364742,2024-03-11,Company_0000002488,84465749,392978684.6376841,3244089,institutional_holding,True
0000315066,2024-05-11,Company_0000002488,43139698,930648430.9173768,8193871,institutional_holding,True
0001364742,2024-07-10,Company_0000012927,37096682,964888949.6459107,5670321,institutional_holding,True
0001364742,2024-10-18,Company_0000018230,38156309,644709471.7579304,7155769,institutional_holding,True
0001067983,2024-02-03,Company_0000320193,26902365,231655882.6690478,6732907,institutional_holding,True
0001364742,2024-09-13,Company_0000040545,98611968,560999511.1083542,6295755,institutional_holding,True
0001067983,2024-02-21,Company_0000050863,68208986,340075058.9121168,9218637,institutional_holding,True
0001067983,2024-08-28,Company_0001751008,66785471,819865086.3567828,6033549,institutional_holding,True
0001067983,2024-12-13,Company_0000004962,16807673,367870220.25913596,7159788,institutional_holding,True
0000315066,2024-07-14,Company_0000040545,88839340,806107599.3151671,4429234,institutional_holding,True
0000315066,2024-01-20,Company_0000707549,16382863,420099258.0722151,4934315,institutional_holding,True
0000315066,2024-10-05,Company_0000884394,95766396,918685288.2542723,6395171,institutional_holding,True
0001067983,2024-07-27,Company_0002070829,22744850,866955545.8034681,5269610,institutional_holding,True
0001067983,2024-10-28,Company_0001035267,26966805,925555451.6926073,7412992,institutional_holding,True
0001364742,2024-08-19,Company_0001018724,20383123,951924594.7264104,9840166,institutional_holding,True
0001364742,2024-02-27,Company_0001067983,63786185,285995568.71251935,8426419,institutional_holding,True
0001364742,2024-06-17,Company_0000901832,56205372,652030872.7572124,6260258,institutional_holding,True
0001364742,2024-06-10,Company_0000937966,35919165,898968886.835798,9669861,institutional_holding,True
0001067983,2024-04-19,Company_0000316709,37187207,442575734.633203,646121,institutional_holding,True
0000315066,2024-04-20,Company_0001467373,83488634,175156450.0649795,6901373,institutional_holding,True
0001067983,2024-12-16,Company_0001652044,33558672,831382964.9068278,3458217,institutional_holding,True
0001364742,2024-11-01,Company_0000097745,38906528,442105336.8687364,1658108,institutional_holding,True
0000315066,2024-01-24,Company_0001403161,92078394,310450248.8978057,8184416,institutional_holding,True
0001067983,2024-05-26,Company_0000732717,91694183,285846029.6463803,1732762,institutional_holding,True
0000315066,2024-07-07,Company_0001318605,30712426,883310615.7430495,1713948,institutional_holding,True
0001067983,2024-08-07,Company_0001114448,68257462,619023171.6393371,768796,institutional_holding,True
0001067983,2024-04-21,Company_0000067088,37413097,456429989.37678033,4954259,institutional_holding,True
0001364742,2024-07-09,Company_0000723125,80377338,122732434.99947931,2862359,institutional_holding,True
0000315066,2024-06-20,Company_0001373715,65879553,16353203.205801198,4188467,institutional_holding,True
0001364742,2024-07-12,Company_0000886982,28884416,350438141.9087037,7155985,institutional_holding,True
0000315066,2024-09-28,Company_0001973239,58812531,222566844.3460751,5478086,institutional_holding,True
0001364742,2024-01-13,Company_0001114448,19108500,78783996.4184883,4305371,institutional_holding,True
0001364742,2024-04-09,Company_0000310158,87916064,665225021.7869307,3238015,institutional_holding,True
0000315066,2024-07-12,Company_0000811809,48114988,314374263.70509803,7575923,institutional_holding,True
0001364742,2024-08-21,Company_0000012927,99011197,595692551.1607612,9078499,institutional_holding,True
0001364742,2024-04-26,Company_0000002488,54848525,852583622.5407062,8982041,institutional_holding,True
0000315066,2024-06-08,Company_0001393818,25254189,178359108.00302714,7667467,institutional_holding,True
0000315066,2024-05-17,Company_0000858877,40046641,435819199.1888528,5728375,institutional_holding,True
0001067983,2024-12-22,Company_0000723125,65652612,611801565.5805428,2625260,institutional_holding,True
0001364742,2024-10-05,Company_0000019617,20120364,438909755.3480154,4118910,institutional_holding,True
0001364742,2024-12-14,Company_0000318154,71855690,631247178.176565,109414,institutional_holding,True
0000315066,2024-11-04,Company_0000093410,27055913,514210556.00496894,4492864,institutional_holding,True
0001067983,2024-02-11,Company_0000067088,36694383,252100323.88701484,480589,institutional_holding,True
0000315066,2024-06-06,Company_0001594805,82957856,724581159.1319394,7366404,institutional_holding,True
0001067983,2024-10-22,Company_0000040545,48404050,572521376.7397308,4919617,institutional_holding,True
0000315066,2024-05-16,Company_0000310158,98072216,250570617.3169293,2235857,institutional_holding,True
0001067983,2024-09-10,Company_0001035267,48843561,161867816.33880422,4121768,institutional_holding,True
0001364742,2024-08-02,Company_0001744489,88308828,566153993.9530356,8675061,institutional_holding,True
0000315066,2024-11-07,Company_0001413329,31792618,739083783.8587102,5614451,institutional_holding,True
0001364742,2024-04-25,Company_0000896878,46137210,357178985.1430063,5820227,institutional_holding,True
0000315066,2024-04-19,Company_0000313838,38519770,645947345.3490919,5397112,institutional_holding,True
0001067983,2024-08-15,Company_0000796343,17774384,187603358.3851765,3208486,institutional_holding,True
0001364742,2024-11-16,Company_0001403161,45072364,991857056.4106259,2851425,institutional_holding,True
0000315066,2024-05-18,Company_0001067983,68312422,768331938.7168525,7645988,institutional_holding,True
0000315066,2024-03-15,Company_0001321655,61820389,418038906.5270459,4302275,institutional_holding,True
0001067983,2024-08-04,Company_0000217410,67973143,206361245.3437615,4294190,institutional_holding,True
0001364742,2024-12-11,Company_0002012383,55551785,338584312.608665,415475,institutional_holding,True
0000315066,2024-09-18,Company_0000831001,15364972,730012597.8227293,2389768,institutional_holding,True
0001364742,2024-12-24,Company_0000101829,51923668,825149162.5817653,589558,institutional_holding,True
0001067983,2024-03-10,Company_0000796343,77887458,667099620.397604,8691528,institutional_holding,True
0001364742,2024-09-14,Company_0000896878,18769965,27140235.41179713,1469979,institutional_holding,True
0001364742,2024-08-17,Company_0001707925,85906868,490147948.2158176,6129730,institutional_holding,True
0001364742,2024-10-23,Company_0000109198,12482973,357343499.52683705,5594384,institutional_holding,True
0001364742,2024-06-19,Company_0000804328,55614273,492355700.06270635,4389196,institutional_holding,True
0000315066,2024-08-28,Company_0001306965,15250566,89670802.99307325,698390,institutional_holding,True
0001364742,2024-04-25,Company_0000310764,13387215,466419934.05659914,7921233,institutional_holding,True
0001067983,2024-08-24,Company_0001318605,78080036,847320604.7779152,5034063,institutional_holding,True
0001364742,2024-09-02,Company_0001065280,67392882,491271109.4450051,7859411,institutional_holding,True
0001067983,2024-09-02,Company_0001306965,48945742,114182081.20305997,9993372,institutional_holding,True
0001364742,2024-03-16,Company_0000901832,73078217,432664664.9415478,5015375,institutional_holding,True
0001364742,2024-07-24,Company_0002012383,25982811,984349033.381635,5270253,institutional_holding,True
0000315066,2024-11-02,Company_0000097745,57723364,824111000.5954902,2376756,institutional_holding,True
0000315066,2024-01-19,Company_0000753308,72553001,126886566.20080125,6421391,institutional_holding,True
0000315066,2024-10-12,Company_0002012383,78813453,824397665.3228953,8046805,institutional_holding,True
0000315066,2024-06-18,Company_0001393818,73907871,320977755.4050625,5606152,institutional_holding,True
0000315066,2024-03-06,Company_0000051143,93452201,463561824.15936124,8765812,institutional_holding,True
0000315066,2024-03-24,Company_0000318154,96933873,753059019.2890912,7355400,institutional_holding,True
0000315066,2024-02-20,Company_0000707549,35464061,416718923.21401274,1958853,institutional_holding,True
0000315066,2024-08-17,Company_0001065280,95739829,695609333.9371673,3492789,institutional_holding,True
0001364742,2024-05-26,Company_0001751008,62501016,631237891.3106729,9536599,institutional_holding,True
0001364742,2024-02-13,Company_0000051143,83343489,222039462.83764932,418620,institutional_holding,True
0001067983,2024-07-20,Company_0000753308,59106217,757958540.1151476,4943912,institutional_holding,True
0001067983,2024-01-06,Company_0000097476,64469523,171553079.6711739,4793443,institutional_holding,True
0001067983,2024-10-23,Company_0000109198,91555815,546374839.5434142,9742246,institutional_holding,True
0001067983,2024-03-28,Company_0001551152,69833522,918832958.7394438,3017206,institutional_holding,True
0001067983,2024-11-19,Company_0000937966,77233767,899057211.0714105,4093037,institutional_holding,True
0001364742,2024-11-18,Company_0000901832,11357558,679668213.0137343,5207483,institutional_holding,True
0000315066,2024-11-08,Company_0000004962,46329054,556590311.3781456,1185720,institutional_holding,True
0001067983,2024-10-18,Company_0001318605,41139623,326867525.9909449,7991113,institutional_holding,True
0000315066,2024-05-06,Company_0000012927,70801291,854171605.4038174,4646909,institutional_holding,True
0000315066,2024-12-04,Company_0000018230,66288762,411943930.4918926,3626787,institutional_holding,True
0001067983,2024-03-17,Company_0000064040,71744470,935297142.8400617,8747625,institutional_holding,True
0001067983,2024-01-28,Company_0000004962,72950080,564288803.2632596,7192447,institutional_holding,True
0000315066,2024-02-14,Company_0000021344,81195997,343701579.20056534,3943506,institutional_holding,True
0000315066,2024-06-10,Company_0000063908,40458009,985421892.0120978,826586,institutional_holding,True
0001067983,2024-04-07,Company_0000018230,25328389,825867990.174234,5796607,institutional_holding,True
0001067983,2024-08-22,Company_0000707549,87804257,508556296.725703,9414694,institutional_holding,True
0001364742,2024-06-26,Company_0001551152,99347897,769113502.1580328,7766601,institutional_holding,True
0001364742,2024-06-10,Company_0001000275,82724131,166820709.97766784,2579428,institutional_holding,True
0001067983,2024-05-10,Company_0000064040,53303718,210633473.27442127,4135672,institutional_holding,True
0001364742,2024-08-25,Company_0000354950,92642743,181424166.52369145,282730,institutional_holding,True
0001364742,2024-07-11,Company_0000070858,83636255,51017731.00581225,8640347,institutional_holding,True
0000315066,2024-12-02,Company_0001737806,21339150,979539546.7929171,7954411,institutional_holding,True
0000315066,2024-12-21,Company_0000895421,38389792,248796794.9564764,9868390,institutional_holding,True
0001067983,2024-06-24,Company_0000354950,26966433,257857673.156545,8345335,institutional_holding,True
0001364742,2024-10-05,Company_0001730168,52262744,782755119.1157616,1758860,institutional_holding,True
0001364742,2024-03-27,Company_0002012383,90917567,69533531.11302713,9213947,institutional_holding,True
0001067983,2024-08-20,Company_0000789019,27350665,675428870.902462,2641698,institutional_holding,True
0001067983,2024-11-17,Company_0000789019,64315522,262779358.66228455,6023902,institutional_holding,True
0001364742,2024-04-04,Company_0001321655,32429422,681135278.6309966,6719959,institutional_holding,True
0001364742,2024-10-19,Company_0000885725,89499780,906332000.7701173,3416411,institutional_holding,True
0001067983,2024-10-15,Company_0001089113,43850205,854985981.3175362,3570194,institutional_holding,True
0001067983,2024-10-23,Company_0001065280,72006209,397065125.8355541,8417346,institutional_holding,True
0001067983,2024-11-06,Company_0001744489,53703229,33284143.15909705,330942,institutional_holding,True
0001067983,2024-10-27,Company_0001393818,85034936,647712562.7592046,5488848,institutional_holding,True
0000315066,2024-07-24,Company_0001321655,88503851,230234712.39164472,6387311,institutional_holding,True
0001364742,2024-06-19,Company_0000895421,41678038,733375154.2253667,486087,institutional_holding,True
0001067983,2024-07-14,Company_0001094517,12775816,508073772.25718313,3505594,institutional_holding,True
0001067983,2024-01-21,Company_0001413329,31688458,824634405.4444484,4407110,institutional_holding,True
0001067983,2024-06-25,Company_0000050863,28499528,348025848.6755335,8099289,institutional_holding,True
0000315066,2024-06-01,Company_0000316709,68185086,317633062.3480867,4942911,institutional_holding,True
0001067983,2024-12-17,Company_0001326801,89794236,40024175.06902128,8011270,institutional_holding,True
0000315066,2024-11-03,Company_0001996810,31846209,399445666.6862234,926673,institutional_holding,True
0001364742,2024-04-09,Company_0001730168,84632342,669551276.8534466,2119267,institutional_holding,True
0001364742,2024-10-01,Company_0001306965,28268879,702417726.9652739,9429691,institutional_holding,True
0001067983,2024-11-18,Company_0001035267,30940471,735779155.9038371,5264245,institutional_holding,True
0000315066,2024-07-01,Company_0000753308,96576709,113905348.48866838,5675445,institutional_holding,True
0000315066,2024-04-19,Company_0001065280,70922113,496785086.1951014,5027515,institutional_holding,True
