owner_cik,owned_ticker,owned_company_name,ownership_value,shares_held,filing_date,relationship_type,network_layer,is_synthetic
0001364742,UNK_263,Company_0001000184,283445223.7462296,8382509,2024-05-13,equity_ownership,ownership,
0001364742,UNK_775,Company_0001393818,232597122.2204387,57581,2024-04-25,equity_ownership,ownership,
0001364742,UNK_959,Company_0000723125,964573982.4557134,9547285,2024-07-03,equity_ownership,ownership,
0001067983,UNK_661,Company_0001403161,627425881.7430602,7089552,2024-11-08,equity_ownership,ownership,
0000315066,UNK_951,Company_0000006951,137696975.83600518,8414321,2024-07-20,equity_ownership,ownership,
0001364742,UNK_687,Company_0000723125,84935747.9624035,1164408,2024-01-16,equity_ownership,ownership,
0000315066,UNK_818,Company_0000109198,383116192.7238017,1923869,2024-07-19,equity_ownership,ownership,
0001364742,UNK_224,Company_0001094517,143064308.91476914,4652854,2024-07-26,equity_ownership,ownership,
0000315066,UNK_835,Company_0000732717,807459211.1784554,8326307,2024-05-22,equity_ownership,ownership,
0000315066,UNK_484,Company_0000901832,654180942.2256576,9549773,2024-08-15,equity_ownership,ownership,
0001067983,UNK_486,Company_0000896878,993733741.5191456,674690,2024-11-18,equity_ownership,ownership,
0000315066,UNK_988,Company_0001393818,392701321.913865,7248911,2024-10-17,equity_ownership,ownership,
0001364742,UNK_23,Company_0002012383,636727598.6791356,6887236,2024-09-05,equity_ownership,ownership,
0001364742,UNK_260,Company_0001321655,732698104.0553374,6333842,2024-02-08,equity_ownership,ownership,
0001364742,UNK_317,Company_0000886982,32179533.43283818,8401855,2024-09-13,equity_ownership,ownership,
0001067983,UNK_72,Company_0000796343,89824874.24251196,8577024,2024-10-13,equity_ownership,ownership,
0000315066,UNK_524,Company_0000313838,677089649.6492116,1827246,2024-04-16,equity_ownership,ownership,
0001067983,UNK_759,Company_0000946770,964263494.8094869,5004124,2024-02-14,equity_ownership,ownership,
0000315066,UNK_549,Company_0000021344,375262089.5691711,9711282,2024-09-26,equity_ownership,ownership,
0001067983,UNK_858,Company_0000884394,233234254.0340684,5273187,2024-04-28,equity_ownership,ownership,
0001067983,UNK_996,Company_0000891478,97355043.1473002,6460885,2024-11-27,equity_ownership,ownership,
0001067983,UNK_300,Company_0000104169,56801008.90000965,2366535,2024-07-17,equity_ownership,ownership,
0000315066,UNK_942,Company_0000019617,403332584.81816864,588741,2024-08-02,equity_ownership,ownership,
0001364742,UNK_298,Company_0001318605,378311028.4914677,4861120,2024-03-14,equity_ownership,ownership,
0001067983,UNK_843,Company_0001707925,949691873.8068186,409649,2024-08-26,equity_ownership,ownership,
0000315066,UNK_707,Company_0001108524,803073077.3574806,7373544,2024-11-19,equity_ownership,ownership,
0001067983,UNK_187,Company_0001018724,826230509.681991,6034193,2024-03-17,equity_ownership,ownership,
0001364742,UNK_362,Company_0001596532,692830874.078161,9039719,2024-02-26,equity_ownership,ownership,
0000315066,UNK_285,Company_0000732717,782286540.3137401,2865825,2024-02-15,equity_ownership,ownership,
0001067983,UNK_94,Company_0000313838,448157538.94702274,6425754,2024-03-28,equity_ownership,ownership,
0001067983,UNK_203,Company_0001596532,263518459.70310915,4685442,2024-02-26,equity_ownership,ownership,
0001067983,UNK_647,Company_0001144967,559985023.669552,7279831,2024-03-10,equity_ownership,ownership,
0001067983,UNK_473,Company_0000318154,180706779.4860981,2484194,2024-06-15,equity_ownership,ownership,
0001067983,UNK_976,Company_0000019617,93206346.50324076,8662262,2024-11-20,equity_ownership,ownership,
0001364742,UNK_815,Company_0000946770,403201167.4865024,7146432,2024-09-21,equity_ownership,ownership,
0001067983,UNK_667,Company_0001373715,378243613.7837416,894433,2024-03-17,equity_ownership,ownership,
0001364742,UNK_703,Company_0001543151,665060728.1628593,2058706,2024-09-26,equity_ownership,ownership,
0000315066,UNK_680,Company_0000040545,410006407.73115736,1138576,2024-01-02,equity_ownership,ownership,
0001364742,UNK_949,Company_0000310158,803146057.369448,5282754,2024-07-06,equity_ownership,ownership,
0001067983,UNK_318,Company_0000018230,370538032.5897233,1245545,2024-12-26,equity_ownership,ownership,
0000315066,UNK_912,Company_0000732712,648236665.4973603,470129,2024-05-16,equity_ownership,ownership,
0001067983,UNK_70,Company_0001318605,906659579.0449948,2259690,2024-02-21,equity_ownership,ownership,
0001364742,UNK_70,Company_0001108524,927535427.1061183,4104763,2024-09-19,equity_ownership,ownership,
0001364742,UNK_331,Company_0000004962,984798168.7812532,8174598,2024-10-27,equity_ownership,ownership,
0001364742,UNK_442,Company_0000885725,635285335.626758,7192907,2024-01-02,equity_ownership,ownership,
0001067983,UNK_614,Company_0000034088,795878649.9054292,590037,2024-05-28,equity_ownership,ownership,
0001364742,UNK_358,Company_0001751008,45349827.526638865,9947633,2024-08-23,equity_ownership,ownership,
0000315066,UNK_798,Company_0000019617,622855049.9973797,8336823,2024-12-27,equity_ownership,ownership,
0001364742,UNK_569,Company_0000040545,932868853.4415824,4754177,2024-04-16,equity_ownership,ownership,
0001364742,UNK_465,Company_0000097745,553138624.209877,1459797,2024-08-20,equity_ownership,ownership,
0001067983,UNK_787,Company_0001467373,938992398.506515,1080815,2024-02-02,equity_ownership,ownership,
0001067983,UNK_234,Company_0001000184,49680244.521348,2075838,2024-06-22,equity_ownership,ownership,
0001067983,UNK_145,Company_0000753308,350758752.67624444,2359961,2024-04-21,equity_ownership,ownership,
0001067983,UNK_534,Company_0000050863,69363244.84564193,9171021,2024-03-11,equity_ownership,ownership,
0001364742,UNK_294,Company_0001393818,931619380.6676362,8713134,2024-12-19,equity_ownership,ownership,
0001364742,UNK_973,Company_0000884394,617805953.949568,5287360,2024-09-04,equity_ownership,ownership,
0000315066,UNK_941,Company_0000012927,62399872.45704169,9328756,2024-07-25,equity_ownership,ownership,
0001364742,UNK_612,Company_0001283699,375688276.3451827,4000108,2024-12-10,equity_ownership,ownership,
0001067983,UNK_960,Company_0000313838,250894717.32963404,6639998,2024-07-23,equity_ownership,ownership,
0001067983,UNK_346,Company_0001114448,105462697.38091753,5578165,2024-01-15,equity_ownership,ownership,
0001364742,UNK_28,Company_0000909832,343325800.10265523,2654876,2024-03-08,equity_ownership,ownership,
0001067983,UNK_52,Company_0001403161,188690892.67683375,7713591,2024-06-04,equity_ownership,ownership,
0000315066,UNK_157,Company_0000097476,313747188.0126375,8366027,2024-10-04,equity_ownership,ownership,
0001364742,UNK_152,Company_0001065280,589647995.0976435,5411312,2024-03-21,equity_ownership,ownership,
0001067983,UNK_193,Company_0001373715,968843633.3686754,9023951,2024-10-19,equity_ownership,ownership,
0001067983,UNK_616,Company_0000731766,123885927.43818778,2794762,2024-08-15,equity_ownership,ownership,
0001364742,UNK_222,Company_0001730168,684602270.8787098,7228326,2024-02-21,equity_ownership,ownership,
0001364742,UNK_978,Company_0000732717,435534560.2639046,3766934,2024-04-18,equity_ownership,ownership,
0001067983,UNK_20,Company_0001996810,529835723.45220053,9597719,2024-04-21,equity_ownership,ownership,
0001364742,UNK_293,Company_0001973239,418748487.03659767,1478093,2024-11-06,equity_ownership,ownership,
0001067983,UNK_666,Company_0000354950,625963012.3993974,1383152,2024-10-24,equity_ownership,ownership,
0001067983,UNK_236,Company_0000707549,977303826.1755235,9909557,2024-06-18,equity_ownership,ownership,
0001067983,UNK_757,Company_0000070858,886516108.5042367,6976262,2024-02-20,equity_ownership,ownership,
0001067983,UNK_673,Company_0001144967,225180632.1571753,9788135,2024-11-11,equity_ownership,ownership,
0001067983,UNK_445,Company_0000200406,969320858.8647271,136922,2024-02-14,equity_ownership,ownership,
0000315066,UNK_577,Company_0000040545,503910642.44923526,3906741,2024-06-05,equity_ownership,ownership,
0001364742,UNK_79,Company_0000109198,709986669.4760604,891267,2024-10-12,equity_ownership,ownership,
0001067983,UNK_249,Company_0000021344,972276353.8701186,6924461,2024-02-03,equity_ownership,ownership,
0000315066,UNK_106,Company_0000064040,346972901.28084886,3196452,2024-04-25,equity_ownership,ownership,
0001067983,UNK_899,Company_0000820313,481301639.33693355,6803704,2024-07-18,equity_ownership,ownership,
0001364742,UNK_123,Company_0000946770,678058081.4963104,8650976,2024-12-27,equity_ownership,ownership,
0000315066,UNK_167,Company_0001318605,619674668.6394644,1768290,2024-11-15,equity_ownership,ownership,
0000315066,UNK_452,Company_0001413329,682922823.4665939,1099637,2024-03-03,equity_ownership,ownership,
0001364742,UNK_909,Company_0001737806,405389010.72976595,2582346,2024-07-05,equity_ownership,ownership,
0001364742,UNK_388,Company_0000101829,225673644.0375237,19357,2024-07-28,equity_ownership,ownership,
0000315066,UNK_770,Company_0001341439,775384252.5531304,119071,2024-03-26,equity_ownership,ownership,
0001364742,UNK_843,Company_0000831001,794617826.073359,4793123,2024-07-12,equity_ownership,ownership,
0001067983,UNK_20,Company_0000886982,46173853.53416594,2534983,2024-07-05,equity_ownership,ownership,
0001364742,UNK_389,Company_0001141391,458027690.94404334,374216,2024-03-12,equity_ownership,ownership,
0001364742,UNK_298,Company_0000012927,976755576.6549965,9478186,2024-03-16,equity_ownership,ownership,
0001067983,UNK_215,Company_0001094517,677822178.1061124,4798543,2024-05-01,equity_ownership,ownership,
0000315066,UNK_77,Company_0001744489,215643091.69666058,3908412,2024-12-16,equity_ownership,ownership,
0000315066,UNK_859,Company_0001045810,164504142.58452868,5257573,2024-03-21,equity_ownership,ownership,
0001364742,UNK_353,Company_0001065280,129062510.06442893,6377190,2024-10-17,equity_ownership,ownership,
0001364742,UNK_663,Company_0001744489,136917383.4478046,3167263,2024-09-22,equity_ownership,ownership,
0001067983,UNK_722,Company_0001067983,375717637.87777674,1045604,2024-05-16,equity_ownership,ownership,
0001067983,UNK_318,Company_0001067983,970185121.1989394,2006312,2024-02-09,equity_ownership,ownership,
0000315066,UNK_88,Company_0001089113,393391064.6274815,2363114,2024-03-26,equity_ownership,ownership,
0001364742,UNK_633,Company_0000753308,457881875.49692434,1187027,2024-03-02,equity_ownership,ownership,
0001067983,UNK_103,Company_0001341439,403073751.4011728,1485792,2024-09-07,equity_ownership,ownership,
0001067983,UNK_431,Company_0001341439,91255725.73480742,6135839,2024-04-27,equity_ownership,ownership,
0000315066,UNK_165,Company_0001403161,875175043.0017099,2193911,2024-09-01,equity_ownership,ownership,
0001364742,UNK_100,Company_0000789019,481607207.9496316,6546131,2024-08-15,equity_ownership,ownership,
0001364742,UNK_936,Company_0000811809,118147579.51294026,4254686,2024-03-18,equity_ownership,ownership,
0001364742,UNK_6,Company_0000002488,392978684.6376841,3244089,2024-03-11,equity_ownership,ownership,
0000315066,UNK_353,Company_0000002488,930648430.9173768,8193871,2024-05-11,equity_ownership,ownership,
0001364742,UNK_308,Company_0000012927,964888949.6459107,5670321,2024-07-10,equity_ownership,ownership,
0001364742,UNK_431,Company_0000018230,644709471.7579304,7155769,2024-10-18,equity_ownership,ownership,
0001067983,UNK_505,Company_0000320193,231655882.6690478,6732907,2024-02-03,equity_ownership,ownership,
0001364742,UNK_847,Company_0000040545,560999511.1083542,6295755,2024-09-13,equity_ownership,ownership,
0001067983,UNK_148,Company_0000050863,340075058.9121168,9218637,2024-02-21,equity_ownership,ownership,
0001067983,UNK_421,Company_0001751008,819865086.3567828,6033549,2024-08-28,equity_ownership,ownership,
0001067983,UNK_220,Company_0000004962,367870220.25913596,7159788,2024-12-13,equity_ownership,ownership,
0000315066,UNK_561,Company_0000040545,806107599.3151671,4429234,2024-07-14,equity_ownership,ownership,
0000315066,UNK_676,Company_0000707549,420099258.0722151,4934315,2024-01-20,equity_ownership,ownership,
0000315066,UNK_736,Company_0000884394,918685288.2542723,6395171,2024-10-05,equity_ownership,ownership,
0001067983,UNK_901,Company_0002070829,866955545.8034681,5269610,2024-07-27,equity_ownership,ownership,
0001067983,UNK_55,Company_0001035267,925555451.6926073,7412992,2024-10-28,equity_ownership,ownership,
0001364742,UNK_985,Company_0001018724,951924594.7264104,9840166,2024-08-19,equity_ownership,ownership,
0001364742,UNK_360,Company_0001067983,285995568.71251935,8426419,2024-02-27,equity_ownership,ownership,
0001364742,UNK_715,Company_0000901832,652030872.7572124,6260258,2024-06-17,equity_ownership,ownership,
0001364742,UNK_623,Company_0000937966,898968886.835798,9669861,2024-06-10,equity_ownership,ownership,
0001067983,UNK_821,Company_0000316709,442575734.633203,646121,2024-04-19,equity_ownership,ownership,
0000315066,UNK_856,Company_0001467373,175156450.0649795,6901373,2024-04-20,equity_ownership,ownership,
0001067983,UNK_549,Company_0001652044,831382964.9068278,3458217,2024-12-16,equity_ownership,ownership,
0001364742,UNK_653,Company_0000097745,442105336.8687364,1658108,2024-11-01,equity_ownership,ownership,
0000315066,UNK_136,Company_0001403161,310450248.8978057,8184416,2024-01-24,equity_ownership,ownership,
0001067983,UNK_965,Company_0000732717,285846029.6463803,1732762,2024-05-26,equity_ownership,ownership,
0000315066,UNK_430,Company_0001318605,883310615.7430495,1713948,2024-07-07,equity_ownership,ownership,
0001067983,UNK_681,Company_0001114448,619023171.6393371,768796,2024-08-07,equity_ownership,ownership,
0001067983,UNK_238,Company_0000067088,456429989.37678033,4954259,2024-04-21,equity_ownership,ownership,
0001364742,UNK_576,Company_0000723125,122732434.99947931,2862359,2024-07-09,equity_ownership,ownership,
0000315066,UNK_718,Company_0001373715,16353203.205801198,4188467,2024-06-20,equity_ownership,ownership,
0001364742,UNK_615,Company_0000886982,350438141.9087037,7155985,2024-07-12,equity_ownership,ownership,
0000315066,UNK_297,Company_0001973239,222566844.3460751,5478086,2024-09-28,equity_ownership,ownership,
0001364742,UNK_933,Company_0001114448,78783996.4184883,4305371,2024-01-13,equity_ownership,ownership,
0001364742,UNK_266,Company_0000310158,665225021.7869307,3238015,2024-04-09,equity_ownership,ownership,
0000315066,UNK_756,Company_0000811809,314374263.70509803,7575923,2024-07-12,equity_ownership,ownership,
0001364742,UNK_675,Company_0000012927,595692551.1607612,9078499,2024-08-21,equity_ownership,ownership,
0001364742,UNK_50,Company_0000002488,852583622.5407062,8982041,2024-04-26,equity_ownership,ownership,
0000315066,UNK_174,Company_0001393818,178359108.00302714,7667467,2024-06-08,equity_ownership,ownership,
0000315066,UNK_410,Company_0000858877,435819199.1888528,5728375,2024-05-17,equity_ownership,ownership,
0001067983,UNK_275,Company_0000723125,611801565.5805428,2625260,2024-12-22,equity_ownership,ownership,
0001364742,UNK_780,Company_0000019617,438909755.3480154,4118910,2024-10-05,equity_ownership,ownership,
0001364742,UNK_470,Company_0000318154,631247178.176565,109414,2024-12-14,equity_ownership,ownership,
0000315066,UNK_263,Company_0000093410,514210556.00496894,4492864,2024-11-04,equity_ownership,ownership,
0001067983,UNK_863,Company_0000067088,252100323.88701484,480589,2024-02-11,equity_ownership,ownership,
0000315066,UNK_529,Company_0001594805,724581159.1319394,7366404,2024-06-06,equity_ownership,ownership,
0001067983,UNK_529,Company_0000040545,572521376.7397308,4919617,2024-10-22,equity_ownership,ownership,
0000315066,UNK_594,Company_0000310158,250570617.3169293,2235857,2024-05-16,equity_ownership,ownership,
0001067983,UNK_136,Company_0001035267,161867816.33880422,4121768,2024-09-10,equity_ownership,ownership,
0001364742,UNK_520,Company_0001744489,566153993.9530356,8675061,2024-08-02,equity_ownership,ownership,
0000315066,UNK_922,Company_0001413329,739083783.8587102,5614451,2024-11-07,equity_ownership,ownership,
0001364742,UNK_211,Company_0000896878,357178985.1430063,5820227,2024-04-25,equity_ownership,ownership,
0000315066,UNK_716,Company_0000313838,645947345.3490919,5397112,2024-04-19,equity_ownership,ownership,
0001067983,UNK_702,Company_0000796343,187603358.3851765,3208486,2024-08-15,equity_ownership,ownership,
0001364742,UNK_127,Company_0001403161,991857056.4106259,2851425,2024-11-16,equity_ownership,ownership,
0000315066,UNK_355,Company_0001067983,768331938.7168525,7645988,2024-05-18,equity_ownership,ownership,
0000315066,UNK_555,Company_0001321655,418038906.5270459,4302275,2024-03-15,equity_ownership,ownership,
0001067983,UNK_958,Company_0000217410,206361245.3437615,4294190,2024-08-04,equity_ownership,ownership,
0001364742,UNK_106,Company_0002012383,338584312.608665,415475,2024-12-11,equity_ownership,ownership,
0000315066,UNK_384,Company_0000831001,730012597.8227293,2389768,2024-09-18,equity_ownership,ownership,
0001364742,UNK_287,Company_0000101829,825149162.5817653,589558,2024-12-24,equity_ownership,ownership,
0001067983,UNK_132,Company_0000796343,667099620.397604,8691528,2024-03-10,equity_ownership,ownership,
0001364742,UNK_189,Company_0000896878,27140235.41179713,1469979,2024-09-14,equity_ownership,ownership,
0001364742,UNK_139,Company_0001707925,490147948.2158176,6129730,2024-08-17,equity_ownership,ownership,
0001364742,UNK_521,Company_0000109198,357343499.52683705,5594384,2024-10-23,equity_ownership,ownership,
0001364742,UNK_423,Company_0000804328,492355700.06270635,4389196,2024-06-19,equity_ownership,ownership,
0000315066,UNK_522,Company_0001306965,89670802.99307325,698390,2024-08-28,equity_ownership,ownership,
0001364742,UNK_710,Company_0000310764,466419934.05659914,7921233,2024-04-25,equity_ownership,ownership,
0001067983,UNK_658,Company_0001318605,847320604.7779152,5034063,2024-08-24,equity_ownership,ownership,
0001364742,UNK_616,Company_0001065280,491271109.4450051,7859411,2024-09-02,equity_ownership,ownership,
0001067983,UNK_191,Company_0001306965,114182081.20305997,9993372,2024-09-02,equity_ownership,ownership,
0001364742,UNK_399,Company_0000901832,432664664.9415478,5015375,2024-03-16,equity_ownership,ownership,
0001364742,UNK_124,Company_0002012383,984349033.381635,5270253,2024-07-24,equity_ownership,ownership,
0000315066,UNK_991,Company_0000097745,824111000.5954902,2376756,2024-11-02,equity_ownership,ownership,
0000315066,UNK_733,Company_0000753308,126886566.20080125,6421391,2024-01-19,equity_ownership,ownership,
0000315066,UNK_49,Company_0002012383,824397665.3228953,8046805,2024-10-12,equity_ownership,ownership,
0000315066,UNK_534,Company_0001393818,320977755.4050625,5606152,2024-06-18,equity_ownership,ownership,
0000315066,UNK_890,Company_0000051143,463561824.15936124,8765812,2024-03-06,equity_ownership,ownership,
0000315066,UNK_235,Company_0000318154,753059019.2890912,7355400,2024-03-24,equity_ownership,ownership,
0000315066,UNK_718,Company_0000707549,416718923.21401274,1958853,2024-02-20,equity_ownership,ownership,
0000315066,UNK_796,Company_0001065280,695609333.9371673,3492789,2024-08-17,equity_ownership,ownership,
0001364742,UNK_402,Company_0001751008,631237891.3106729,9536599,2024-05-26,equity_ownership,ownership,
0001364742,UNK_992,Company_0000051143,222039462.83764932,418620,2024-02-13,equity_ownership,ownership,
0001067983,UNK_381,Company_0000753308,757958540.1151476,4943912,2024-07-20,equity_ownership,ownership,
0001067983,UNK_703,Company_0000097476,171553079.6711739,4793443,2024-01-06,equity_ownership,ownership,
0001067983,UNK_496,Company_0000109198,546374839.5434142,9742246,2024-10-23,equity_ownership,ownership,
0001067983,UNK_711,Company_0001551152,918832958.7394438,3017206,2024-03-28,equity_ownership,ownership,
0001067983,UNK_455,Company_0000937966,899057211.0714105,4093037,2024-11-19,equity_ownership,ownership,
0001364742,UNK_714,Company_0000901832,679668213.0137343,5207483,2024-11-18,equity_ownership,ownership,
0000315066,UNK_30,Company_0000004962,556590311.3781456,1185720,2024-11-08,equity_ownership,ownership,
0001067983,UNK_321,Company_0001318605,326867525.9909449,7991113,2024-10-18,equity_ownership,ownership,
0000315066,UNK_88,Company_0000012927,854171605.4038174,4646909,2024-05-06,equity_ownership,ownership,
0000315066,UNK_790,Company_0000018230,411943930.4918926,3626787,2024-12-04,equity_ownership,ownership,
0001067983,UNK_859,Company_0000064040,935297142.8400617,8747625,2024-03-17,equity_ownership,ownership,
0001067983,UNK_86,Company_0000004962,564288803.2632596,7192447,2024-01-28,equity_ownership,ownership,
0000315066,UNK_750,Company_0000021344,343701579.20056534,3943506,2024-02-14,equity_ownership,ownership,
0000315066,UNK_597,Company_0000063908,985421892.0120978,826586,2024-06-10,equity_ownership,ownership,
0001067983,UNK_109,Company_0000018230,825867990.174234,5796607,2024-04-07,equity_ownership,ownership,
0001067983,UNK_126,Company_0000707549,508556296.725703,9414694,2024-08-22,equity_ownership,ownership,
0001364742,UNK_43,Company_0001551152,769113502.1580328,7766601,2024-06-26,equity_ownership,ownership,
0001364742,UNK_32,Company_0001000275,166820709.97766784,2579428,2024-06-10,equity_ownership,ownership,
0001067983,UNK_240,Company_0000064040,210633473.27442127,4135672,2024-05-10,equity_ownership,ownership,
0001364742,UNK_993,Company_0000354950,181424166.52369145,282730,2024-08-25,equity_ownership,ownership,
0001364742,UNK_112,Company_0000070858,51017731.00581225,8640347,2024-07-11,equity_ownership,ownership,
0000315066,UNK_166,Company_0001737806,979539546.7929171,7954411,2024-12-02,equity_ownership,ownership,
0000315066,UNK_524,Company_0000895421,248796794.9564764,9868390,2024-12-21,equity_ownership,ownership,
0001067983,UNK_752,Company_0000354950,257857673.156545,8345335,2024-06-24,equity_ownership,ownership,
0001364742,UNK_234,Company_0001730168,782755119.1157616,1758860,2024-10-05,equity_ownership,ownership,
0001364742,UNK_571,Company_0002012383,69533531.11302713,9213947,2024-03-27,equity_ownership,ownership,
0001067983,UNK_942,Company_0000789019,675428870.902462,2641698,2024-08-20,equity_ownership,ownership,
0001067983,UNK_96,Company_0000789019,262779358.66228455,6023902,2024-11-17,equity_ownership,ownership,
0001364742,UNK_411,Company_0001321655,681135278.6309966,6719959,2024-04-04,equity_ownership,ownership,
0001364742,UNK_466,Company_0000885725,906332000.7701173,3416411,2024-10-19,equity_ownership,ownership,
0001067983,UNK_131,Company_0001089113,854985981.3175362,3570194,2024-10-15,equity_ownership,ownership,
0001067983,UNK_246,Company_0001065280,397065125.8355541,8417346,2024-10-23,equity_ownership,ownership,
0001067983,UNK_302,Company_0001744489,33284143.15909705,330942,2024-11-06,equity_ownership,ownership,
0001067983,UNK_277,Company_0001393818,647712562.7592046,5488848,2024-10-27,equity_ownership,ownership,
0000315066,UNK_11,Company_0001321655,230234712.39164472,6387311,2024-07-24,equity_ownership,ownership,
0001364742,UNK_26,Company_0000895421,733375154.2253667,486087,2024-06-19,equity_ownership,ownership,
0001067983,UNK_881,Company_0001094517,508073772.25718313,3505594,2024-07-14,equity_ownership,ownership,
0001067983,UNK_226,Company_0001413329,824634405.4444484,4407110,2024-01-21,equity_ownership,ownership,
0001067983,UNK_688,Company_0000050863,348025848.6755335,8099289,2024-06-25,equity_ownership,ownership,
0000315066,UNK_0,Company_0000316709,317633062.3480867,4942911,2024-06-01,equity_ownership,ownership,
0001067983,UNK_828,Company_0001326801,40024175.06902128,8011270,2024-12-17,equity_ownership,ownership,
0000315066,UNK_226,Company_0001996810,399445666.6862234,926673,2024-11-03,equity_ownership,ownership,
0001364742,UNK_424,Company_0001730168,669551276.8534466,2119267,2024-04-09,equity_ownership,ownership,
0001364742,UNK_365,Company_0001306965,702417726.9652739,9429691,2024-10-01,equity_ownership,ownership,
0001067983,UNK_205,Company_0001035267,735779155.9038371,5264245,2024-11-18,equity_ownership,ownership,
0000315066,UNK_727,Company_0000753308,113905348.48866838,5675445,2024-07-01,equity_ownership,ownership,
0000315066,UNK_365,Company_0001065280,496785086.1951014,5027515,2024-04-19,equity_ownership,ownership,
0000315066,UNK_664,Company_0001306965,450427232.4680955,9820724,2024-11-28,equity_ownership,ownership,
0001364742,UNK_547,Company_0000831001,537129653.0462039,9014951,2024-12-03,equity_ownership,ownership,
0000315066,UNK_614,Company_0002070829,31143493.21408205,7609043,2024-03-12,equity_ownership,ownership,
0000315066,UNK_507,Company_0000001800,641910392.3895817,7451792,2024-09-05,equity_ownership,ownership,
0001364742,UNK_153,Company_0000886982,952322041.4126005,3757119,2024-10-09,equity_ownership,ownership,
0001364742,UNK_110,Company_0001744489,488656340.17754066,1578733,2024-04-25,equity_ownership,ownership,
0001364742,UNK_145,Company_0000895421,65754330.61098956,7175511,2024-11-14,equity_ownership,ownership,
0001067983,UNK_444,Company_0001341439,235611204.29806215,4438864,2024-04-17,equity_ownership,ownership,
0000315066,UNK_864,Company_0000004962,158664743.8631123,2683163,2024-07-12,equity_ownership,ownership,
0001067983,UNK_484,Company_0000901832,503896329.0764302,2966353,2024-09-03,equity_ownership,ownership,
0000315066,UNK_472,Company_0001035267,183205776.59796894,9385941,2024-02-17,equity_ownership,ownership,
0000315066,UNK_373,Company_0000019617,712606526.4116112,1835928,2024-09-28,equity_ownership,ownership,
0001067983,UNK_588,Company_0001318605,347963573.6012024,7491346,2024-08-07,equity_ownership,ownership,
0000315066,UNK_997,Company_0000885725,293675983.5112523,2146225,2024-05-11,equity_ownership,ownership,
0000315066,UNK_580,Company_0000886982,185872803.61707497,80434,2024-10-20,equity_ownership,ownership,
0001364742,UNK_523,Company_0000796343,300285944.0472461,2862999,2024-12-09,equity_ownership,ownership,
0000315066,UNK_660,Company_0001321655,399677908.1971636,156159,2024-09-23,equity_ownership,ownership,
0001067983,UNK_2,Company_0000064040,434291345.4676068,1964967,2024-09-15,equity_ownership,ownership,
0000315066,UNK_881,Company_0001737806,814189394.9266064,8558942,2024-12-21,equity_ownership,ownership,
0000315066,UNK_242,Company_0001707925,682984644.2988675,2742692,2024-05-15,equity_ownership,ownership,
0000315066,UNK_674,Company_0000811809,254365517.61503726,4195676,2024-05-22,equity_ownership,ownership,
0001364742,UNK_811,Company_0000051143,821847943.7577587,249666,2024-07-15,equity_ownership,ownership,
0001364742,UNK_880,Company_0001467373,442146937.1074168,2843751,2024-12-07,equity_ownership,ownership,
0001364742,UNK_361,Company_0000200406,613951846.702545,4704019,2024-02-02,equity_ownership,ownership,
0001364742,UNK_803,Company_0001144967,843166758.3617351,1882663,2024-10-28,equity_ownership,ownership,
0000315066,UNK_796,Company_0000885725,342961283.2871085,1005857,2024-04-10,equity_ownership,ownership,
0000315066,UNK_554,Company_0001144967,713488609.9860198,8285420,2024-09-02,equity_ownership,ownership,
0001067983,UNK_830,Company_0000831001,506837308.31697875,5849639,2024-03-05,equity_ownership,ownership,
0001364742,UNK_306,Company_0000723125,189841339.32948035,9612490,2024-05-21,equity_ownership,ownership,
0001067983,UNK_654,Company_0000796343,290140027.8779585,1609607,2024-09-21,equity_ownership,ownership,
0000315066,UNK_778,Company_0001596532,221881971.45855942,6880739,2024-07-25,equity_ownership,ownership,
0001364742,UNK_863,Company_0001067983,291607964.86031955,3883949,2024-01-18,equity_ownership,ownership,
0001364742,UNK_547,Company_0000811809,460791130.55485404,581203,2024-02-28,equity_ownership,ownership,
0001067983,UNK_885,Company_0001318605,75741062.57552643,3696629,2024-12-14,equity_ownership,ownership,
0000315066,UNK_677,Company_0000937966,591761250.4709626,5374435,2024-10-15,equity_ownership,ownership,
0001067983,UNK_794,Company_0000896878,759257126.8485193,2211519,2024-10-22,equity_ownership,ownership,
0000315066,UNK_389,Company_0000732712,533555657.40750253,2762464,2024-05-06,equity_ownership,ownership,
0000315066,UNK_264,Company_0000937966,491353129.3385548,2219425,2024-10-06,equity_ownership,ownership,
0001364742,UNK_736,Company_0000006951,484440433.048939,7980367,2024-10-02,equity_ownership,ownership,
0000315066,UNK_446,Company_0000732712,930221218.6039741,1852826,2024-10-06,equity_ownership,ownership,
0000315066,UNK_522,Company_0000067088,385207738.5400472,628739,2024-10-15,equity_ownership,ownership,
0001067983,UNK_594,Company_0001321655,630053796.1540071,4385798,2024-09-08,equity_ownership,ownership,
0000315066,UNK_804,Company_0001996810,73026764.08869982,6806722,2024-03-16,equity_ownership,ownership,
0001364742,UNK_148,Company_0000896878,772671223.3083433,8174031,2024-08-03,equity_ownership,ownership,
0001067983,UNK_705,Company_0000891478,175462112.25076523,2817355,2024-06-22,equity_ownership,ownership,
0001364742,UNK_477,Company_0000731766,27717673.827404454,6315789,2024-01-01,equity_ownership,ownership,
0001364742,UNK_857,Company_0000316709,704397892.3444562,691062,2024-03-16,equity_ownership,ownership,
0001364742,UNK_772,Company_0001141391,295988416.3801023,8319105,2024-05-28,equity_ownership,ownership,
